run_id;profile;model_key;horizon;threshold_value;trades_count;trade_count_bucket;trades_buy;trades_sell;pf_buy;pf_sell;profit_factor;win_rate;bs_p05;profit_concentration_pass;gross_profit;gross_loss;pf_by_year;gross_profit_by_year;pnl_by_trade;active_signal_rows;buy_signal_rows;sell_signal_rows;fill_rate;metrics;event_summary;all_gates_pass
time_plus_atr_extra_trees_small_12h_thr0.2;time_plus_atr;extra_trees_small;12;0.2;102;100-149;55;47;1.256420912642341;1.2037812023041705;1.2323;0.4118;0.8867479736061653;True;5468.2;4437.3;"{""2021"": 0.92694165737644, ""2022"": 1.365224141276926}";"{""2021"": 1247.2, ""2022"": 4220.999999999999}";[-106.0, 36.0, -112.0, 530.1, 127.6, -81.2, -130.0, -30.2, 11.3, -132.0, -4.5, -32.6, -97.3, -95.8, 170.1, -32.1, -90.0, -88.0, -47.3, -80.5, 12.9, 270.7, -16.0, -84.0, -86.0, 88.5, -85.6, -83.9, 569.0, 315.5, -122.0, 326.0, 79.7, -23.5, -19.5, -9.1, 147.0, -104.0, -75.6, -80.4, 254.2, -77.7, -60.7, 49.1, -104.0, 149.4, 32.2, 205.9, -110.0, -110.0, -64.4, 79.2, -84.7, -4.4, 67.9, -84.0, -88.0, -92.0, 16.8, 116.2, 6.2, -35.6, 119.2, -57.5, 193.5, 44.3, 32.2, -94.0, 80.4, 237.9, -49.6, -88.0, -11.9, 22.7, -94.0, 33.8, 109.6, -64.7, 37.1, 49.2, -96.0, -96.0, 119.4, 422.4, -35.8, 66.4, 2.5, 48.4, -106.0, -104.0, -70.3, -46.3, -57.8, 24.6, -100.0, -68.2, -90.0, -90.0, 84.4, 78.7, -52.6, -100.0];1080;510;570;0.09444444444444444;"{""close_counts"": {""CLOSE"": 10}, ""close_reason_counts"": {""broker_history_limited"": 10}, ""missing_open_estimate"": 9, ""ml_close_decision_count"": 26, ""open_counts"": {""OPEN"": 96, ""ORDER_PLACED"": 105}, ""open_without_close_estimate"": 86, ""order_counts"": {""CLOSE"": 10, ""INIT"": 1, ""ML_CLOSE"": 26, ""ML_EVAL"": 795, ""OPEN"": 96, ""OPEN_FAILED"": 859, ""ORDER_EXPIRED"": 3, ""ORDER_PLACED"": 105, ""TX_CLOSE"": 102, ""TX_OPEN"": 102}, ""profit_sum"": -444.9, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 102, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 102, ""same_h1_count"": 7, ""signal_linked_tx_open_count"": 96, ""tx_close_count"": 102, ""tx_open_count"": 102, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 10, ""INIT"": 1, ""ML_CLOSE"": 26, ""ML_EVAL"": 795, ""OPEN"": 96, ""OPEN_FAILED"": 859, ""ORDER_EXPIRED"": 3, ""ORDER_PLACED"": 105, ""TX_CLOSE"": 102, ""TX_OPEN"": 102}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 6, ""position_or_pending_order_exists"": 853}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 3}, ""reconciliation_by_run"": {""time_plus_atr_extra_trees_small_12h_thr0.2"": {""class_counts"": {""CLOSED_TX"": 102, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 102, ""same_h1_count"": 7, ""signal_linked_tx_open_count"": 96, ""tx_close_count"": 102, ""tx_open_count"": 102, ""unexplained_position_ids"": []}}, ""run_ids"": [""time_plus_atr_extra_trees_small_12h_thr0.2""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 2099}";False
simple_combined_extra_trees_small_12h_thr0.2;simple_combined;extra_trees_small;12;0.2;101;100-149;56;45;1.4479106766340808;0.8679997980104025;1.1655;0.4158;0.7275666252564919;False;4740.4;4067.1;"{""2021"": 0.23868703852620807, ""2022"": 1.6352622999407236}";"{""2021"": 326.49999999999994, ""2022"": 4413.900000000001}";[-56.9, -45.2, -58.5, -84.4, 29.2, -108.0, -15.6, 77.0, -98.0, -21.8, -88.0, -54.8, -80.5, 74.0, -90.0, -28.9, -92.0, -53.1, -94.0, 88.5, -62.6, -69.0, -96.0, 33.9, -70.6, 23.9, 195.5, -83.9, 569.0, 315.5, -80.6, 261.6, -142.0, 22.7, 220.1, 38.2, 20.8, -19.5, -9.1, 147.0, -104.0, -75.6, -80.4, 177.6, 254.2, -77.7, -60.7, 133.7, -108.0, -0.6, 205.9, -110.0, 123.0, -64.4, 79.2, -84.7, 110.1, 54.9, -92.0, 16.8, 116.2, 6.2, -35.6, -88.0, 20.5, 32.2, -92.0, 80.4, 237.9, -11.9, 43.4, -94.0, 33.8, 37.1, 49.2, -96.0, -96.0, -12.6, 59.6, 422.4, -35.8, 66.4, 2.5, -36.1, 48.4, -106.0, -104.0, -70.3, -46.3, -57.8, 24.6, -100.0, -68.2, -90.0, -90.0, -7.5, -24.7, -94.8, 162.8, -48.4, 24.5];1071;513;558;0.09430438842203548;"{""close_counts"": {""CLOSE"": 95}, ""close_reason_counts"": {""broker_history_limited"": 95}, ""missing_open_estimate"": 3, ""ml_close_decision_count"": 29, ""open_counts"": {""OPEN"": 99, ""ORDER_PLACED"": 102}, ""open_without_close_estimate"": 4, ""order_counts"": {""CLOSE"": 95, ""INIT"": 1, ""ML_CLOSE"": 29, ""ML_EVAL"": 857, ""OPEN"": 99, ""OPEN_FAILED"": 855, ""ORDER_EXPIRED"": 1, ""ORDER_PLACED"": 102, ""TX_CLOSE"": 101, ""TX_OPEN"": 101}, ""profit_sum"": 1114.2999999999997, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 101, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 101, ""same_h1_count"": 2, ""signal_linked_tx_open_count"": 99, ""tx_close_count"": 101, ""tx_open_count"": 101, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 95, ""INIT"": 1, ""ML_CLOSE"": 29, ""ML_EVAL"": 857, ""OPEN"": 99, ""OPEN_FAILED"": 855, ""ORDER_EXPIRED"": 1, ""ORDER_PLACED"": 102, ""TX_CLOSE"": 101, ""TX_OPEN"": 101}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 2, ""position_or_pending_order_exists"": 853}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 1}, ""reconciliation_by_run"": {""simple_combined_extra_trees_small_12h_thr0.2"": {""class_counts"": {""CLOSED_TX"": 101, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 101, ""same_h1_count"": 2, ""signal_linked_tx_open_count"": 99, ""tx_close_count"": 101, ""tx_open_count"": 101, ""unexplained_position_ids"": []}}, ""run_ids"": [""simple_combined_extra_trees_small_12h_thr0.2""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 2241}";False
simple_combined_extra_trees_small_3h_thr0.3;simple_combined;extra_trees_small;3;0.3;143;100-149;70;73;0.9437939891257212;0.776145177813552;0.8545;0.3636;0.6960356042882784;True;5481.1;6414.4;"{""2021"": 1.0721168519729674, ""2022"": 0.7333834841903468}";"{""2021"": 2458.9, ""2022"": 3022.2}";[-106.0, -110.0, -21.0, -113.9, -41.5, 122.9, 98.7, 88.4, 15.8, 60.3, -84.0, -24.3, -54.7, -80.0, -82.0, -59.6, 44.1, 72.1, 89.1, -78.0, -80.0, 85.5, -84.0, 42.1, -86.0, -49.7, -44.7, -57.4, 272.8, 41.1, 34.6, -55.2, 20.7, 53.7, -94.0, -16.0, -80.0, 45.9, 414.3, -88.0, -88.0, -47.3, -80.5, -84.0, -69.6, 172.3, 12.9, -59.8, 33.5, -84.0, -44.1, -54.7, 170.1, -57.7, -28.1, 64.1, 137.2, 96.2, 170.5, -5.7, -60.0, -60.0, -1.3, 154.8, -2.0, -36.4, -56.8, -70.0, 26.0, -66.0, -30.3, -40.1, 16.1, -27.4, 24.9, -66.0, -68.0, 60.9, -50.2, -33.4, -84.0, 305.1, -80.6, 261.6, 7.0, -138.0, 449.5, -146.0, 87.2, -156.0, 161.2, -178.0, -178.0, -126.1, 90.3, -60.9, -186.0, 10.6, -133.3, 144.6, 33.8, -3.7, -8.7, -19.5, -9.1, -33.9, -26.5, -122.0, -2.9, 15.8, 131.4, -110.0, 43.2, -110.0, 53.1, -110.0, -114.0, -116.0, 85.0, 296.0, -92.1, 169.6, -116.0, -77.6, -69.3, -94.1, 32.5, 193.5, -88.0, -12.7, -59.1, 18.8, 89.7, -0.4, -80.0, -68.2, -92.0, -90.0, -90.0, -62.5, -24.7, 60.0, -83.1];1703;820;883;0.08396946564885496;"{""close_counts"": {""CLOSE"": 37}, ""close_reason_counts"": {""broker_history_limited"": 37}, ""missing_open_estimate"": 20, ""ml_close_decision_count"": 33, ""open_counts"": {""OPEN"": 129, ""ORDER_PLACED"": 149}, ""open_without_close_estimate"": 92, ""order_counts"": {""CLOSE"": 37, ""INIT"": 1, ""ML_CLOSE"": 33, ""ML_EVAL"": 1069, ""OPEN"": 129, ""OPEN_FAILED"": 1310, ""ORDER_EXPIRED"": 4, ""ORDER_PLACED"": 149, ""TX_CLOSE"": 143, ""TX_OPEN"": 143}, ""profit_sum"": 158.09999999999997, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 143, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 143, ""same_h1_count"": 14, ""signal_linked_tx_open_count"": 129, ""tx_close_count"": 143, ""tx_open_count"": 143, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 37, ""INIT"": 1, ""ML_CLOSE"": 33, ""ML_EVAL"": 1069, ""OPEN"": 129, ""OPEN_FAILED"": 1310, ""ORDER_EXPIRED"": 4, ""ORDER_PLACED"": 149, ""TX_CLOSE"": 143, ""TX_OPEN"": 143}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 15, ""position_or_pending_order_exists"": 1295}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 4}, ""reconciliation_by_run"": {""simple_combined_extra_trees_small_3h_thr0.3"": {""class_counts"": {""CLOSED_TX"": 143, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 143, ""same_h1_count"": 14, ""signal_linked_tx_open_count"": 129, ""tx_close_count"": 143, ""tx_open_count"": 143, ""unexplained_position_ids"": []}}, ""run_ids"": [""simple_combined_extra_trees_small_3h_thr0.3""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 3018}";False
simple_combined_extra_trees_small_6h_thr0.3;simple_combined;extra_trees_small;6;0.3;151;150+;93;58;1.0792604545578866;0.8084440400363965;0.9631;0.3841;0.6945650233154462;True;6167.3;6403.8;"{""2021"": 0.7734416816699917, ""2022"": 1.0526824108354222}";"{""2021"": 1589.5, ""2022"": 4577.8}";[-56.9, -45.2, -58.5, 39.1, -86.7, 29.2, -108.0, -5.6, -82.0, -7.8, 15.7, -8.2, 57.5, 25.3, 29.6, 82.0, -88.0, 74.0, -90.0, -73.1, -28.9, -92.0, -92.0, 104.8, -80.0, 49.1, -51.8, -84.0, 270.7, -16.0, 47.4, -86.0, -65.8, -82.0, -65.0, -82.0, -86.0, 141.8, 116.5, 30.6, -78.0, 126.2, -33.1, 77.5, 132.5, 48.7, -82.0, -82.0, -90.0, 91.3, -40.4, -28.1, -68.0, 14.1, -48.3, 67.8, -68.0, -50.2, -33.4, 114.3, -82.0, 14.7, 195.5, -83.9, 569.0, 315.5, -80.6, 261.6, -8.4, -26.7, -88.4, -138.0, 112.7, 87.2, -156.0, 161.2, -178.0, -178.0, -126.1, 90.3, -60.9, -186.0, 10.6, -133.3, 144.6, 33.8, -3.7, -8.7, -19.5, -9.1, -33.9, -52.7, -122.0, -94.6, -19.4, -17.8, -2.7, -91.5, 3.1, -8.4, -82.8, -108.0, -33.9, 67.4, 220.0, -110.0, 43.2, -110.0, 53.1, -110.0, 308.8, -20.6, 85.0, 114.6, 115.0, 65.9, -86.0, -84.0, 18.3, -78.0, -78.0, -86.0, -92.0, 132.5, 93.6, -61.0, -2.2, -49.8, 119.2, 128.4, 193.5, -88.0, -88.0, 11.7, -21.6, -88.0, 196.1, 43.4, -94.0, -40.6, -92.0, -35.4, -88.0, 109.6, -64.7, -37.5, -46.4, 114.7, 118.1, 29.7, -94.0];1643;770;873;0.09190505173463177;"{""close_counts"": {""CLOSE"": 4}, ""close_reason_counts"": {""broker_history_limited"": 4}, ""missing_open_estimate"": 10, ""ml_close_decision_count"": 34, ""open_counts"": {""OPEN"": 145, ""ORDER_PLACED"": 155}, ""open_without_close_estimate"": 141, ""order_counts"": {""CLOSE"": 4, ""INIT"": 1, ""ML_CLOSE"": 34, ""ML_EVAL"": 1189, ""OPEN"": 145, ""OPEN_FAILED"": 1291, ""ORDER_EXPIRED"": 3, ""ORDER_PLACED"": 155, ""TX_CLOSE"": 151, ""TX_OPEN"": 151}, ""profit_sum"": -166.39999999999998, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 151, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 151, ""same_h1_count"": 6, ""signal_linked_tx_open_count"": 145, ""tx_close_count"": 151, ""tx_open_count"": 151, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 4, ""INIT"": 1, ""ML_CLOSE"": 34, ""ML_EVAL"": 1189, ""OPEN"": 145, ""OPEN_FAILED"": 1291, ""ORDER_EXPIRED"": 3, ""ORDER_PLACED"": 155, ""TX_CLOSE"": 151, ""TX_OPEN"": 151}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 6, ""position_or_pending_order_exists"": 1285}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 3}, ""reconciliation_by_run"": {""simple_combined_extra_trees_small_6h_thr0.3"": {""class_counts"": {""CLOSED_TX"": 151, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 151, ""same_h1_count"": 6, ""signal_linked_tx_open_count"": 145, ""tx_close_count"": 151, ""tx_open_count"": 151, ""unexplained_position_ids"": []}}, ""run_ids"": [""simple_combined_extra_trees_small_6h_thr0.3""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 3124}";False
simple_combined_extra_trees_small_6h_thr0.2;simple_combined;extra_trees_small;6;0.2;123;100-149;69;54;1.0063738880717237;0.9702434997936439;0.9898;0.3902;0.6925991721412796;True;5224.5;5278.4;"{""2021"": 0.8120905587668594, ""2022"": 1.1049837621783662}";"{""2021"": 1685.9, ""2022"": 3538.6000000000004}";[-56.9, -45.2, -58.5, 39.1, 276.9, -13.7, -96.0, 14.4, 6.7, 54.6, -55.7, -86.0, -86.0, 23.7, -80.0, 153.1, 162.1, -82.0, -66.6, 89.1, -78.0, -80.0, -84.0, 191.5, -44.7, -59.4, 47.5, -86.0, -68.4, 124.0, -81.1, -94.0, -7.3, 74.0, -90.0, -28.9, -92.0, -44.7, 25.2, 170.1, -86.0, -50.9, -78.0, 5.0, 132.5, 62.5, -96.0, 33.9, -100.0, -33.4, 114.3, 14.7, -85.6, -83.9, 569.0, 130.6, 107.5, -111.7, -88.0, 261.6, -8.4, -138.0, 449.5, -146.0, 87.2, -156.0, 161.2, -178.0, -178.0, -126.1, 90.3, -60.9, -186.0, 10.6, -133.3, 144.6, 33.8, -3.7, -8.7, -19.5, -9.1, -33.9, -52.7, -66.2, -17.8, -2.7, -91.5, 31.1, -8.4, -108.0, 93.2, -104.0, -34.5, -84.1, 177.6, 119.2, 128.4, 193.5, -88.0, -30.3, -76.3, 22.7, 59.3, 110.7, -64.7, -37.5, -17.9, -10.4, -78.0, -18.6, 78.1, -26.5, -84.0, 37.1, 49.2, 100.5, -106.0, -95.8, 78.0, 34.3, -16.3, 50.8, -94.0];1087;519;568;0.11315547378104876;"{""close_counts"": {""CLOSE"": 26}, ""close_reason_counts"": {""broker_history_limited"": 26}, ""missing_open_estimate"": 10, ""ml_close_decision_count"": 35, ""open_counts"": {""OPEN"": 117, ""ORDER_PLACED"": 127}, ""open_without_close_estimate"": 91, ""order_counts"": {""CLOSE"": 26, ""INIT"": 1, ""ML_CLOSE"": 35, ""ML_EVAL"": 988, ""OPEN"": 117, ""OPEN_FAILED"": 834, ""ORDER_EXPIRED"": 3, ""ORDER_PLACED"": 127, ""TX_CLOSE"": 123, ""TX_OPEN"": 123}, ""profit_sum"": 112.69999999999996, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 123, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 123, ""same_h1_count"": 6, ""signal_linked_tx_open_count"": 117, ""tx_close_count"": 123, ""tx_open_count"": 123, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 26, ""INIT"": 1, ""ML_CLOSE"": 35, ""ML_EVAL"": 988, ""OPEN"": 117, ""OPEN_FAILED"": 834, ""ORDER_EXPIRED"": 3, ""ORDER_PLACED"": 127, ""TX_CLOSE"": 123, ""TX_OPEN"": 123}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 6, ""position_or_pending_order_exists"": 828}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 3}, ""reconciliation_by_run"": {""simple_combined_extra_trees_small_6h_thr0.2"": {""class_counts"": {""CLOSED_TX"": 123, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 123, ""same_h1_count"": 6, ""signal_linked_tx_open_count"": 117, ""tx_close_count"": 123, ""tx_open_count"": 123, ""unexplained_position_ids"": []}}, ""run_ids"": [""simple_combined_extra_trees_small_6h_thr0.2""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 2377}";False
simple_combined_extra_trees_small_3h_thr0.2;simple_combined;extra_trees_small;3;0.2;131;100-149;76;55;0.957683578592869;0.6627906976744186;0.8241;0.4198;0.6243344377588729;True;4115.3;4993.6;"{""2021"": 0.8422961191266107, ""2022"": 0.8044890480553011}";"{""2021"": 2183.4, ""2022"": 1931.9}";[-44.3, 79.5, 62.8, -108.0, 47.8, -17.9, -32.2, 23.7, -80.0, -78.0, -32.3, -41.4, -59.0, 103.8, 60.3, -84.0, 68.3, 44.1, -71.7, -59.6, -78.0, -80.0, 85.5, -84.0, 42.1, -86.0, -49.7, -59.0, -88.0, -88.0, -80.5, -30.6, 137.3, 123.3, 62.5, -84.0, -66.3, 70.0, 131.0, -10.8, 76.3, 135.6, -58.0, 8.4, 4.7, -74.0, 74.0, -90.0, 12.8, 25.2, 170.1, 3.7, -48.1, 73.5, -82.0, -82.0, -17.2, -91.2, 77.0, -61.5, 85.1, -90.0, 115.7, -74.6, 38.8, 108.3, 32.2, -84.0, -52.2, -74.0, -20.1, 34.6, -70.0, 26.0, 16.1, -34.2, -4.8, -66.0, -50.2, -33.4, -84.0, 130.6, 107.5, -111.7, -88.0, 261.6, -45.0, 22.7, 220.1, 38.2, 20.8, -19.5, -9.1, -33.9, -26.5, -122.0, -2.9, 67.8, -47.8, 129.5, 220.0, -110.0, 43.2, -77.9, 129.6, 62.1, -110.0, 62.0, 56.6, -86.0, 37.4, -84.0, -84.0, 18.3, 17.6, -86.0, -102.6, -139.4, 102.6, 82.6, -40.6, -48.1, -78.0, -40.0, -50.9, -84.0, -82.0, -84.0, -58.9, -106.0, 24.4];1115;527;588;0.11748878923766816;"{""close_counts"": {""CLOSE"": 108}, ""close_reason_counts"": {""broker_history_limited"": 108}, ""missing_open_estimate"": 17, ""ml_close_decision_count"": 28, ""open_counts"": {""OPEN"": 117, ""ORDER_PLACED"": 134}, ""open_without_close_estimate"": 9, ""order_counts"": {""CLOSE"": 108, ""INIT"": 1, ""ML_CLOSE"": 28, ""ML_EVAL"": 995, ""OPEN"": 117, ""OPEN_FAILED"": 839, ""ORDER_EXPIRED"": 2, ""ORDER_PLACED"": 134, ""TX_CLOSE"": 131, ""TX_OPEN"": 131}, ""profit_sum"": 680.4999999999999, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 131, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 131, ""same_h1_count"": 14, ""signal_linked_tx_open_count"": 117, ""tx_close_count"": 131, ""tx_open_count"": 131, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 108, ""INIT"": 1, ""ML_CLOSE"": 28, ""ML_EVAL"": 995, ""OPEN"": 117, ""OPEN_FAILED"": 839, ""ORDER_EXPIRED"": 2, ""ORDER_PLACED"": 134, ""TX_CLOSE"": 131, ""TX_OPEN"": 131}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 14, ""position_or_pending_order_exists"": 825}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 2}, ""reconciliation_by_run"": {""simple_combined_extra_trees_small_3h_thr0.2"": {""class_counts"": {""CLOSED_TX"": 131, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 131, ""same_h1_count"": 14, ""signal_linked_tx_open_count"": 117, ""tx_close_count"": 131, ""tx_open_count"": 131, ""unexplained_position_ids"": []}}, ""run_ids"": [""simple_combined_extra_trees_small_3h_thr0.2""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 2486}";False
time_plus_atr_extra_trees_small_6h_thr0.2;time_plus_atr;extra_trees_small;6;0.2;150;150+;86;64;0.7179865635179153;1.0602163327509941;0.8571;0.36;0.5726569363610013;True;5673.7;6619.9;"{""2021"": 0.5746389370306182, ""2022"": 1.166693055511574}";"{""2021"": 1989.4, ""2022"": 3684.2999999999997}";[-23.4, 276.9, -13.7, 19.8, 14.4, 6.7, 54.6, -55.7, -86.0, -86.0, -46.9, 23.7, -78.0, -82.0, -78.0, -49.8, 103.8, -78.0, 153.1, -54.7, 162.1, -82.0, -66.6, -80.0, 89.1, -78.0, -80.0, -84.0, 191.5, -44.7, -59.4, 47.5, -86.0, 84.1, -96.0, -81.1, -94.0, -7.3, -88.0, -24.3, -82.0, -80.0, 45.6, 81.0, -76.0, 85.6, -94.0, -74.0, 25.2, -54.7, -80.0, -60.0, -51.8, -84.0, 270.7, -16.0, 24.0, -86.0, -84.0, -65.0, -82.0, -86.0, 116.5, 25.0, -78.0, -82.0, -82.0, -38.9, -80.0, -82.0, -80.0, 88.5, 62.5, -19.5, 4.6, 44.2, -50.2, -33.4, 114.3, 25.4, -85.6, 569.0, 130.6, -111.7, -88.0, -132.0, 59.5, -45.0, 22.7, 220.1, 38.2, 20.8, -19.5, -9.1, -33.9, -52.7, -122.0, -94.6, -116.0, -17.8, -2.7, -91.5, 3.1, -8.4, -82.8, -108.0, 32.2, 131.4, -110.0, -110.0, 305.1, 308.8, -20.6, 85.0, 114.6, 115.0, -106.0, 110.1, 61.8, 194.2, -86.0, -84.0, -84.0, -78.0, -78.0, -86.0, -94.0, -139.4, 132.5, -15.6, 116.2, -98.0, -61.0, -2.2, -72.3, 119.2, 128.4, 193.5, -88.0, -30.3, -88.0, 22.7, 59.3, -88.0, 109.6, -64.7, -37.5, -17.9, 29.7, -94.0];1131;530;601;0.13262599469496023;"{""close_counts"": {""CLOSE"": 39}, ""close_reason_counts"": {""broker_history_limited"": 39}, ""missing_open_estimate"": 17, ""ml_close_decision_count"": 32, ""open_counts"": {""OPEN"": 138, ""ORDER_PLACED"": 155}, ""open_without_close_estimate"": 99, ""order_counts"": {""CLOSE"": 39, ""INIT"": 1, ""ML_CLOSE"": 32, ""ML_EVAL"": 1049, ""OPEN"": 138, ""OPEN_FAILED"": 837, ""ORDER_EXPIRED"": 4, ""ORDER_PLACED"": 155, ""TX_CLOSE"": 150, ""TX_OPEN"": 150}, ""profit_sum"": -258.30000000000007, ""reconciliation"": {""class_counts"": {""CLOSED_TX"": 150, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 150, ""same_h1_count"": 12, ""signal_linked_tx_open_count"": 138, ""tx_close_count"": 150, ""tx_open_count"": 150, ""unexplained_position_ids"": []}, ""status"": ""DIAGNOSTIC_ONLY""}";"{""event_counts"": {""CLOSE"": 39, ""INIT"": 1, ""ML_CLOSE"": 32, ""ML_EVAL"": 1049, ""OPEN"": 138, ""OPEN_FAILED"": 837, ""ORDER_EXPIRED"": 4, ""ORDER_PLACED"": 155, ""TX_CLOSE"": 150, ""TX_OPEN"": 150}, ""linkage_status"": ""UNKNOWN"", ""open_failed_reasons"": {""pending_order_not_found_after_order_placed"": 12, ""position_or_pending_order_exists"": 825}, ""order_expired_reasons"": {""pending_order_not_active_after_max_fill_lag_bars"": 4}, ""reconciliation_by_run"": {""time_plus_atr_extra_trees_small_6h_thr0.2"": {""class_counts"": {""CLOSED_TX"": 150, ""OPEN_AT_END"": 0, ""UNEXPLAINED"": 0}, ""open_at_end_position_ids"": [], ""position_count"": 150, ""same_h1_count"": 12, ""signal_linked_tx_open_count"": 138, ""tx_close_count"": 150, ""tx_open_count"": 150, ""unexplained_position_ids"": []}}, ""run_ids"": [""time_plus_atr_extra_trees_small_6h_thr0.2""], ""status"": ""DIAGNOSTIC_ONLY"", ""total_rows"": 2555}";False
