period;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts
2021;300;139.8188513745593;29.39413685805171;4.756691854901662;0.3680823817216921;0.0363565891472665;3.390579268292761;0.5533333333333333;0.0;{'ML_CLOSE': 210, 'TIME': 85, 'SL': 5}
2022;360;158.44105934943573;44.67535843598035;3.5464977763184886;0.31601583587070936;0.00363043478260535;3.3286832662641928;0.5055555555555555;0.0;{'ML_CLOSE': 259, 'TIME': 93, 'SL': 8}
