representation,model_key,seed,target_family,horizon,val_select,val_eval,low_n_disclosure,simple_trade_val_select,simple_trade_val_eval,powerful_selected_baseline,powerful_best_by_val_eval_disclosure,closeout_candidate_baseline,yearly_check_pass,matching_all100_val_select,matching_all100_val_eval
nearest_k80_sequence,transformer_small,42,entry_log_ratio,6,0.02317332444471379,0.03185693963980022,0.13046448209025732,0.014397631230620442,0.0918951535184198,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,-0.014330318054747675,0.017905851419626084
nearest_k80_sequence,transformer_small,42,entry_log_ratio,12,0.023998671565115894,0.0301753220060162,0.17831126759472862,0.024884616755596042,0.11657641959378635,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,-0.010642530168346622,0.03467762290408061
nearest_k80_sequence,transformer_small,42,entry_log_ratio,24,0.016721040771932455,0.03741903860402624,0.23082095484642917,0.014657921816091345,0.1457767603010423,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,-0.01705486501496809,0.031714890839768924
nearest_k80_sequence,transformer_small,42,entry_up,3,0.2987175847480507,0.29223333813561364,0.2757234473154892,0.011111644272529614,0.0720235279890116,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.31085188486973975,0.30104918933271235
nearest_k80_sequence,transformer_small,42,entry_up,6,0.2737085834466479,0.26059307339322657,0.2397933130867799,0.014397631230620442,0.0918951535184198,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.2977326857403538,0.2835365487763449
nearest_k80_sequence,transformer_small,42,entry_up,12,0.20060960182611393,0.22348377933433372,0.2548716841267931,0.024884616755596042,0.11657641959378635,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.23430413300645161,0.25709006323995637
nearest_k80_sequence,transformer_small,42,entry_up,24,0.10260095446070686,0.16753510695194335,0.31415506651788183,0.014657921816091345,0.1457767603010423,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.10996127150001585,0.19691199320843392
nearest_k80_sequence,transformer_small,42,entry_dn,3,0.29367809236050796,0.3337234237419355,0.2457498606069059,0.011111644272529614,0.0720235279890116,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.2897039174034126,0.3297750071724335
nearest_k80_sequence,transformer_small,42,entry_dn,6,0.30159723018440704,0.3262051258257812,0.24791444940455118,0.014397631230620442,0.0918951535184198,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.28759547029526406,0.3328681400026715
nearest_k80_sequence,transformer_small,42,entry_dn,12,0.24713855206204777,0.29560937152110756,0.22556625635609995,0.024884616755596042,0.11657641959378635,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.23353093530624464,0.32017738406355667
nearest_k80_sequence,transformer_small,42,entry_dn,24,0.11546026914000616,0.2570519303085781,0.24927758542737782,0.014657921816091345,0.1457767603010423,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.08477175869885796,0.27046980096400114
nearest_k80_sequence,transformer_medium,42,entry_log_ratio,3,0.020175894662701612,-0.010703424027752845,0.0778462430349908,0.01825460721333829,-0.0005226379423398911,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.013124959977503159,-0.018018286210395484
nearest_k80_sequence,transformer_medium,42,entry_log_ratio,6,0.03879021879961195,-0.006131068974832693,0.12649709470595988,0.041004942097223544,0.011370071157154406,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.01704873218338182,-0.021120361455433258
nearest_k80_sequence,transformer_medium,42,entry_log_ratio,12,0.049007781898189155,4.96939003664216e-05,0.17978369352385726,0.048251946547144806,0.015445510904456967,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.015573212303318897,-0.01891799967006409
nearest_k80_sequence,transformer_medium,42,entry_log_ratio,24,0.05393863240709266,0.004959110399253563,0.1992657583771765,0.04588834171643662,0.027291385441667194,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.014534089281240229,-0.021010371786500122
nearest_k80_sequence,transformer_medium,42,entry_up,3,0.2541886478589188,0.24615232026264577,0.24124993934682956,0.01825460721333829,-0.0005226379423398911,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.25059340132832303,0.24070512372776454
nearest_k80_sequence,transformer_medium,42,entry_up,6,0.21175989545921967,0.19655574828888756,0.25197396317750603,0.041004942097223544,0.011370071157154406,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.19755765658258537,0.157159394315644
nearest_k80_sequence,transformer_medium,42,entry_up,12,0.13758003327220042,0.15716107618999528,0.2849985812265249,0.048251946547144806,0.015445510904456967,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.10221346514921398,0.03954949301029762
nearest_k80_sequence,transformer_medium,42,entry_up,24,0.11042573313336622,0.13653229565208197,0.29355344241897435,0.04588834171643662,0.027291385441667194,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.046667436979622445,-0.02884502932204915
nearest_k80_sequence,transformer_medium,42,entry_dn,3,0.19600537767250598,0.2399357896663922,0.20040486909858254,0.01825460721333829,-0.0005226379423398911,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.19490134192076264,0.3053438318556751
nearest_k80_sequence,transformer_medium,42,entry_dn,6,0.17707721232793047,0.1987488197476749,0.18450051344290194,0.041004942097223544,0.011370071157154406,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.1830031102105876,0.2766182678945013
nearest_k80_sequence,transformer_medium,42,entry_dn,12,0.11002964281426385,0.12968549147538458,0.15906299207484473,0.048251946547144806,0.015445510904456967,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.1212825338637702,0.23034591165498594
nearest_k80_sequence,transformer_medium,42,entry_dn,24,0.039237507574364575,0.086189726961716,0.12900676428004826,0.04588834171643662,0.027291385441667194,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.02914481475654049,0.18379449990360555
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_log_ratio,3,0.010286767883597265,0.0172662477183078,0.05712511091522069,0.019638293226501062,0.005404212900895297,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,-0.014086921728479756,-0.006165873169442825
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_log_ratio,6,0.0308181911705435,0.008296681642610989,0.08103673821712437,0.036067781448348386,0.006405099720941288,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.015667118557738564,0.013284961916116786
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_log_ratio,12,0.01650503980210732,0.010012075177236074,0.045946572432325423,0.017102177304316648,0.017511191203207287,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.015895397044005374,-0.01278538579681766
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_log_ratio,24,0.031167836710561468,-0.003122521875258751,-0.006580851158822996,0.05120409047226311,-0.010681511884576585,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,0.027638554622099982,-0.004664286116238394
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_up,3,0.32278853540144464,0.3090518511358146,0.2444111885215788,0.019638293226501062,0.005404212900895297,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.24878396037744016,0.20112028295411535
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_up,6,0.2810803839849208,0.27666677242635473,0.21565595814522703,0.036067781448348386,0.006405099720941288,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.20606116170957167,0.22035815215643614
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_up,12,0.19740042442660113,0.21411931503649279,0.239156249112211,0.017102177304316648,0.017511191203207287,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.12387924959822248,0.1942673656778064
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_up,24,0.09083098083174776,0.16311991618790928,0.22773202212290478,0.05120409047226311,-0.010681511884576585,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.0639448148343826,0.09091649297743273
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_dn,3,0.2932751483636064,0.32416246475075966,0.29840417398511415,0.019638293226501062,0.005404212900895297,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.24136209242365161,0.28025390861599925
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_dn,6,0.2773832365020128,0.3215459457876521,0.2812362755929491,0.036067781448348386,0.006405099720941288,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.16096437155795593,0.2906743265506991
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_dn,12,0.21450780006091308,0.2828553599522477,0.24408074657897905,0.017102177304316648,0.017511191203207287,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.10395196996751015,0.2432386771935973
nearest_k80_sequence,sequence_flat_hist_gradient_boosting,42,entry_dn,24,0.09455842619516966,0.23483130017751358,0.12434964814291224,0.05120409047226311,-0.010681511884576585,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,-0.010934067546882597,0.2537248269618986
nearest_k60_sequence,transformer_small,42,entry_log_ratio,3,0.014679633571205199,0.0058248114280663454,0.041926553386360026,0.010364501869430474,0.05057922479793671,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,-0.014979290597662384,0.0065381326383078765
nearest_k60_sequence,transformer_small,42,entry_log_ratio,6,0.009225633815786631,0.014177112198714186,0.057886620205552346,0.028618743274471052,0.10494533620925164,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,-0.014330318054747675,0.017905851419626084
nearest_k60_sequence,transformer_small,42,entry_log_ratio,12,-0.00904578181428979,0.02155065852283361,0.10467026536917677,0.01370630789313042,0.12933686899686891,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,-0.010642530168346622,0.03467762290408061
nearest_k60_sequence,transformer_small,42,entry_log_ratio,24,-0.018104223980665912,0.016916032695010918,0.13411108214328757,0.006316642904914061,0.13174524702218038,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",False,-0.01705486501496809,0.031714890839768924
nearest_k60_sequence,transformer_small,42,entry_up,3,0.3021100936954925,0.30994414692475236,0.17794274074206098,0.010364501869430474,0.05057922479793671,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.31085188486973975,0.30104918933271235
nearest_k60_sequence,transformer_small,42,entry_up,6,0.2682839878917094,0.27967821695729783,0.12433488591670469,0.028618743274471052,0.10494533620925164,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.2977326857403538,0.2835365487763449
nearest_k60_sequence,transformer_small,42,entry_up,12,0.18591350753428407,0.24961649533428262,0.12794790722507896,0.01370630789313042,0.12933686899686891,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.23430413300645161,0.25709006323995637
nearest_k60_sequence,transformer_small,42,entry_up,24,0.05761509100443803,0.2418275302434028,0.1555403053277835,0.006316642904914061,0.13174524702218038,"{'representation': 'nearest_k80', 'model_key': 'hist_gradient_boosting_strong', 'horizon': 'H12', 'val_select': 0.0519, 'val_eval': -0.0009}","{'representation': 'corridor_5atr', 'model_key': 'extra_trees_regressor', 'horizon': 'H12', 'val_select': 0.0042, 'val_eval': 0.0475, 'selection_forbidden': True}","{'representation': 'nearest_k60', 'model_key': 'xgboost_depth5', 'horizon': 'H12', 'val_select': 0.0373, 'val_eval': 0.0274}",True,0.10996127150001585,0.19691199320843392
