filled;close_reason;pnl_r;hold_bars;ambiguous;exit_price;exit_time;position_id;split;split_row_id;entry_id;mask_id;exit_id;stop_policy_id;stop_family;entry_floor_atr;fractal0_buffer_atr;stop_source;stop_distance_atr;risk_distance_atr;side;entry_effective_price;entry_bid_equivalent;protective_stop_price;r_value;signal_time;fill_time;fill_index;filter_id;spread;score_cutoff_on_val_select;entry_filter_score_col;tp_distance_atr
True;ML_CLOSE;-0.0060606060606350825;2;False;1405.65;2019-06-24 11:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:16;val_select;16;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;SELL;1405.61;1405.61;1412.2099999999998;6.599999999999909;2019-06-24 07:00:00;2019-06-24 09:00:00;86859;M0_no_mask;0.2;;;
True;ML_CLOSE;-0.14545454545455297;0;False;1406.68;2019-06-24 12:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:18;val_select;18;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;SELL;1405.72;1405.72;1412.32;6.599999999999909;2019-06-24 10:00:00;2019-06-24 12:00:00;86862;M0_no_mask;0.2;;;
True;SL;-1.0;0;False;1417.1599999999999;2019-06-24 18:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:20;val_select;20;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;SELL;1410.56;1410.56;1417.1599999999999;6.599999999999909;2019-06-24 13:00:00;2019-06-24 18:00:00;86868;M0_no_mask;0.2;;;
True;ML_CLOSE;0.06666666666664141;0;False;1408.65;2019-06-24 17:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:21;val_select;21;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;SELL;1409.09;1409.09;1415.6899999999998;6.599999999999909;2019-06-24 15:00:00;2019-06-24 17:00:00;86867;M0_no_mask;0.2;;;
True;ML_CLOSE;-0.16969696969698994;0;False;1419.38;2019-06-24 21:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:23;val_select;23;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;SELL;1418.26;1418.26;1424.86;6.599999999999909;2019-06-24 19:00:00;2019-06-24 21:00:00;86871;M0_no_mask;0.2;;;
True;ML_CLOSE;-0.11212121212121505;0;False;1422.97;2019-06-25 01:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:24;val_select;24;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;SELL;1422.23;1422.23;1428.83;6.599999999999909;2019-06-24 22:00:00;2019-06-25 01:00:00;86874;M0_no_mask;0.2;;;
True;ML_CLOSE;0.531944444444431;11;False;1425.56;2019-06-25 19:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:25;val_select;25;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;BUY;1421.73;1421.53;1414.53;7.2000000000000455;2019-06-25 02:00:00;2019-06-25 08:00:00;86881;M0_no_mask;0.2;;;
True;SL;-1.0;0;False;1436.0;2019-06-25 06:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:26;val_select;26;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;SELL;1429.0;1429.0;1436.0;7.0;2019-06-25 04:00:00;2019-06-25 06:00:00;86879;M0_no_mask;0.2;;;
True;ML_CLOSE;1.0305555555555592;10;False;1429.66;2019-06-25 18:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:27;val_select;27;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;BUY;1422.24;1422.04;1415.04;7.2000000000000455;2019-06-25 05:00:00;2019-06-25 08:00:00;86881;M0_no_mask;0.2;;;
True;ML_CLOSE;-0.3836964160224898;0;False;1432.18;2019-06-25 10:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:28;val_select;28;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;4.065714285714291;4.065714285714291;SELL;1426.72;1426.72;1440.95;14.230000000000018;2019-06-25 08:00:00;2019-06-25 10:00:00;86883;M0_no_mask;0.2;;;
True;ML_CLOSE;0.5537084398977224;2;False;1430.7;2019-06-25 17:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:29;val_select;29;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;2.177142857142826;2.177142857142826;BUY;1426.37;1426.1699999999998;1418.55;7.819999999999936;2019-06-25 09:00:00;2019-06-25 15:00:00;86888;M0_no_mask;0.2;;;
True;TIME;3.3028571428571274;24;False;1408.98;2019-06-26 17:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:30;val_select;30;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;SELL;1432.1;1432.1;1439.1;7.0;2019-06-25 12:00:00;2019-06-25 16:00:00;86889;M0_no_mask;0.2;;;
True;ML_CLOSE;0.7777777777777918;2;False;1430.7;2019-06-25 17:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:31;val_select;31;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;BUY;1425.1;1424.8999999999999;1417.8999999999999;7.2000000000000455;2019-06-25 12:00:00;2019-06-25 15:00:00;86888;M0_no_mask;0.2;;;
True;TIME;3.1285714285714414;24;False;1408.98;2019-06-26 17:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:32;val_select;32;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;SELL;1430.88;1430.88;1437.88;7.0;2019-06-25 14:00:00;2019-06-25 16:00:00;86889;M0_no_mask;0.2;;;
True;ML_CLOSE;0.1986111111111187;0;False;1429.66;2019-06-25 18:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:33;val_select;33;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;BUY;1428.23;1428.03;1421.03;7.2000000000000455;2019-06-25 16:00:00;2019-06-25 18:00:00;86891;M0_no_mask;0.2;;;
True;ML_CLOSE;-0.3475440222428186;0;False;1417.09;2019-06-26 01:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:35;val_select;35;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;3.0257142857142623;3.0257142857142623;BUY;1420.84;1420.6399999999999;1410.05;10.789999999999964;2019-06-25 21:00:00;2019-06-26 01:00:00;86897;M0_no_mask;0.2;;;
True;ML_CLOSE;-0.07073170731709164;0;False;1413.82;2019-06-26 04:00:00;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:37;val_select;37;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;BUY;1414.4;1414.2;1406.2;8.200000000000045;2019-06-26 02:00:00;2019-06-26 04:00:00;86900;M0_no_mask;0.2;;;
