year;side;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts
2021;BUY;138;75.08353486386399;12.543516096914948;5.985844342507013;0.45318854178948575;0.06982808857807875;2.439618615455288;0.5869565217391305;0.0;{'ML_CLOSE': 92, 'TIME': 43, 'SL': 3}
2021;SELL;162;64.73531651069536;16.850620761136756;3.8417170161467844;0.2955845416639419;0.0221126255379999;2.2943927007951572;0.5246913580246914;0.0;{'ML_CLOSE': 118, 'TIME': 42, 'SL': 2}
2022;BUY;165;80.41118330473432;17.671118476049806;4.55042975427492;0.3802428171435426;0.0584905660377462;2.6011425732736697;0.5454545454545454;0.0;{'ML_CLOSE': 116, 'TIME': 45, 'SL': 4}
2022;SELL;195;78.0298760447014;27.00423995993055;2.889541648292407;0.2616699286398505;-0.0279411764705964;3.164310807117447;0.4717948717948718;0.0;{'ML_CLOSE': 143, 'TIME': 48, 'SL': 4}
