profile,split,feature,family,feature_family,rate,decision
nearest_k80_tabular,low_n_disclosure,nearest_52_source_index,TAIL_GT10,non_price_coord,0.9759036144578314,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_52_price_coord_atr,TAIL_GT10,price_coord,0.24096385542168675,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_52_abs_price_coord_atr,TAIL_GT10,price_coord,0.24096385542168675,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_52_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_53_source_index,TAIL_GT10,non_price_coord,0.9733218588640276,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_53_price_coord_atr,TAIL_GT10,price_coord,0.2504302925989673,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_53_abs_price_coord_atr,TAIL_GT10,price_coord,0.2504302925989673,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_53_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_54_source_index,TAIL_GT10,non_price_coord,0.9776247848537005,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_54_price_coord_atr,TAIL_GT10,price_coord,0.25903614457831325,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_54_abs_price_coord_atr,TAIL_GT10,price_coord,0.25903614457831325,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_54_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_55_source_index,TAIL_GT10,non_price_coord,0.9845094664371773,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_55_price_coord_atr,TAIL_GT10,price_coord,0.27710843373493976,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_55_abs_price_coord_atr,TAIL_GT10,price_coord,0.27710843373493976,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_55_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_56_source_index,TAIL_GT10,non_price_coord,0.9888123924268503,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_56_price_coord_atr,TAIL_GT10,price_coord,0.2917383820998279,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_56_abs_price_coord_atr,TAIL_GT10,price_coord,0.2917383820998279,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_56_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_57_source_index,TAIL_GT10,non_price_coord,0.9905335628227194,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_57_price_coord_atr,TAIL_GT10,price_coord,0.30120481927710846,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_57_abs_price_coord_atr,TAIL_GT10,price_coord,0.30120481927710846,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_57_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_58_source_index,TAIL_GT10,non_price_coord,0.9879518072289156,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_58_price_coord_atr,TAIL_GT10,price_coord,0.3253012048192771,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_58_abs_price_coord_atr,TAIL_GT10,price_coord,0.3253012048192771,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_58_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_59_source_index,TAIL_GT10,non_price_coord,0.995697074010327,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_59_price_coord_atr,TAIL_GT10,price_coord,0.3614457831325301,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_59_abs_price_coord_atr,TAIL_GT10,price_coord,0.3614457831325301,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_59_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_60_source_index,TAIL_GT10,non_price_coord,0.9913941480206541,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_60_price_coord_atr,TAIL_GT10,price_coord,0.3958691910499139,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_60_abs_price_coord_atr,TAIL_GT10,price_coord,0.3958691910499139,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_60_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_61_source_index,TAIL_GT10,non_price_coord,0.9905335628227194,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_61_price_coord_atr,TAIL_GT10,price_coord,0.423407917383821,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_61_abs_price_coord_atr,TAIL_GT10,price_coord,0.423407917383821,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_61_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_62_source_index,TAIL_GT10,non_price_coord,0.9931153184165232,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_62_price_coord_atr,TAIL_GT10,price_coord,0.4457831325301205,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_62_abs_price_coord_atr,TAIL_GT10,price_coord,0.4457831325301205,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_62_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_63_source_index,TAIL_GT10,non_price_coord,0.9931153184165232,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_63_price_coord_atr,TAIL_GT10,price_coord,0.4836488812392427,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_63_abs_price_coord_atr,TAIL_GT10,price_coord,0.4836488812392427,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_63_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_64_source_index,TAIL_GT10,non_price_coord,0.9965576592082617,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_64_price_coord_atr,TAIL_GT10,price_coord,0.5111876075731497,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_64_abs_price_coord_atr,TAIL_GT10,price_coord,0.5111876075731497,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_64_fractal_atr,TAIL_GT10,non_price_coord,0.9991394148020654,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_65_source_index,TAIL_GT10,non_price_coord,0.9948364888123924,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_65_price_coord_atr,TAIL_GT10,price_coord,0.5327022375215146,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_65_abs_price_coord_atr,TAIL_GT10,price_coord,0.5327022375215146,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_65_fractal_atr,TAIL_GT10,non_price_coord,0.9991394148020654,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_66_source_index,TAIL_GT10,non_price_coord,0.9948364888123924,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_66_price_coord_atr,TAIL_GT10,price_coord,0.5636833046471601,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_66_abs_price_coord_atr,TAIL_GT10,price_coord,0.5636833046471601,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_66_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_67_source_index,TAIL_GT10,non_price_coord,0.995697074010327,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_67_price_coord_atr,TAIL_GT10,price_coord,0.5963855421686747,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_67_abs_price_coord_atr,TAIL_GT10,price_coord,0.5963855421686747,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_67_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_68_source_index,TAIL_GT10,non_price_coord,0.9974182444061962,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_68_price_coord_atr,TAIL_GT10,price_coord,0.6359724612736661,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_68_abs_price_coord_atr,TAIL_GT10,price_coord,0.6359724612736661,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_68_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_69_source_index,TAIL_GT10,non_price_coord,0.9974182444061962,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_69_price_coord_atr,TAIL_GT10,price_coord,0.6626506024096386,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_69_abs_price_coord_atr,TAIL_GT10,price_coord,0.6626506024096386,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_69_fractal_atr,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_70_source_index,TAIL_GT10,non_price_coord,0.9965576592082617,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_70_price_coord_atr,TAIL_GT10,price_coord,0.7039586919104991,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_70_abs_price_coord_atr,TAIL_GT10,price_coord,0.7039586919104991,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_70_fractal_atr,TAIL_GT10,non_price_coord,0.9948364888123924,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_71_source_index,TAIL_GT10,non_price_coord,0.995697074010327,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_71_price_coord_atr,TAIL_GT10,price_coord,0.7332185886402753,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_71_abs_price_coord_atr,TAIL_GT10,price_coord,0.7332185886402753,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_71_fractal_atr,TAIL_GT10,non_price_coord,0.9974182444061962,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_72_source_index,TAIL_GT10,non_price_coord,0.9982788296041308,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_72_price_coord_atr,TAIL_GT10,price_coord,0.7530120481927711,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_72_abs_price_coord_atr,TAIL_GT10,price_coord,0.7530120481927711,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_72_fractal_atr,TAIL_GT10,non_price_coord,0.9991394148020654,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_73_source_index,TAIL_GT10,non_price_coord,0.9974182444061962,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_73_price_coord_atr,TAIL_GT10,price_coord,0.7771084337349398,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_73_abs_price_coord_atr,TAIL_GT10,price_coord,0.7771084337349398,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_73_fractal_atr,TAIL_GT10,non_price_coord,0.9974182444061962,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_74_source_index,TAIL_GT10,non_price_coord,0.9982788296041308,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_74_price_coord_atr,TAIL_GT10,price_coord,0.8037865748709122,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_74_abs_price_coord_atr,TAIL_GT10,price_coord,0.8037865748709122,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_74_fractal_atr,TAIL_GT10,non_price_coord,0.9664371772805508,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_75_source_index,TAIL_GT10,non_price_coord,0.9991394148020654,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_75_price_coord_atr,TAIL_GT10,price_coord,0.8175559380378657,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_75_abs_price_coord_atr,TAIL_GT10,price_coord,0.8175559380378657,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_75_fractal_atr,TAIL_GT10,non_price_coord,0.9982788296041308,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_76_source_index,TAIL_GT10,non_price_coord,0.9965576592082617,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_76_price_coord_atr,TAIL_GT10,price_coord,0.8330464716006885,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_76_abs_price_coord_atr,TAIL_GT10,price_coord,0.8330464716006885,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_76_fractal_atr,TAIL_GT10,non_price_coord,0.9974182444061962,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_77_source_index,TAIL_GT10,non_price_coord,1.0,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_77_price_coord_atr,TAIL_GT10,price_coord,0.8648881239242685,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_77_abs_price_coord_atr,TAIL_GT10,price_coord,0.8648881239242685,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_77_fractal_atr,TAIL_GT10,non_price_coord,0.9810671256454389,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_78_source_index,TAIL_GT10,non_price_coord,0.9991394148020654,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_78_price_coord_atr,TAIL_GT10,price_coord,0.878657487091222,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_78_abs_price_coord_atr,TAIL_GT10,price_coord,0.878657487091222,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_78_fractal_atr,TAIL_GT10,non_price_coord,0.9982788296041308,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_79_source_index,TAIL_GT10,non_price_coord,0.9991394148020654,accept_as_warning
nearest_k80_tabular,low_n_disclosure,nearest_79_price_coord_atr,TAIL_GT10,price_coord,0.9010327022375215,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_79_abs_price_coord_atr,TAIL_GT10,price_coord,0.9010327022375215,requires_no_price_coord_comparison
nearest_k80_tabular,low_n_disclosure,nearest_79_fractal_atr,TAIL_GT10,non_price_coord,0.9716006884681584,accept_as_warning
nearest_k80_tabular,train,,metadata,,,PASS
nearest_k80_tabular,val_select,,metadata,,,PASS
nearest_k80_tabular,val_eval,,metadata,,,PASS
nearest_k80_tabular,low_n_disclosure,,metadata,,,PASS
nearest_k80_tabular,train,fractals_above_count,TAIL_GT10,non_price_coord,0.888856178808397,accept_as_warning
nearest_k80_tabular,train,fractals_below_count,TAIL_GT10,non_price_coord,0.9573812812790145,accept_as_warning
nearest_k80_tabular,train,nearest_00_source_index,TAIL_GT10,non_price_coord,0.517810638827872,accept_as_warning
nearest_k80_tabular,train,nearest_01_source_index,TAIL_GT10,non_price_coord,0.5777757648497475,accept_as_warning
nearest_k80_tabular,train,nearest_02_source_index,TAIL_GT10,non_price_coord,0.5935822822074776,accept_as_warning
nearest_k80_tabular,train,nearest_03_source_index,TAIL_GT10,non_price_coord,0.6042482846078941,accept_as_warning
nearest_k80_tabular,train,nearest_04_source_index,TAIL_GT10,non_price_coord,0.6116759890396068,accept_as_warning
nearest_k80_tabular,train,nearest_05_source_index,TAIL_GT10,non_price_coord,0.6193980841957472,accept_as_warning
nearest_k80_tabular,train,nearest_06_source_index,TAIL_GT10,non_price_coord,0.6219570189542336,accept_as_warning
nearest_k80_tabular,train,nearest_07_source_index,TAIL_GT10,non_price_coord,0.6256255802894087,accept_as_warning
nearest_k80_tabular,train,nearest_08_source_index,TAIL_GT10,non_price_coord,0.6329627029597591,accept_as_warning
nearest_k80_tabular,train,nearest_09_source_index,TAIL_GT10,non_price_coord,0.6396883987409135,accept_as_warning
nearest_k80_tabular,train,nearest_10_source_index,TAIL_GT10,non_price_coord,0.6490636110419167,accept_as_warning
nearest_k80_tabular,train,nearest_11_source_index,TAIL_GT10,non_price_coord,0.6650512919223714,accept_as_warning
nearest_k80_tabular,train,nearest_12_source_index,TAIL_GT10,non_price_coord,0.6750152856722299,accept_as_warning
nearest_k80_tabular,train,nearest_13_source_index,TAIL_GT10,non_price_coord,0.6870173690527412,accept_as_warning
nearest_k80_tabular,train,nearest_14_source_index,TAIL_GT10,non_price_coord,0.702620077447406,accept_as_warning
nearest_k80_tabular,train,nearest_15_source_index,TAIL_GT10,non_price_coord,0.7140107339387214,accept_as_warning
nearest_k80_tabular,train,nearest_16_source_index,TAIL_GT10,non_price_coord,0.7292058244072556,accept_as_warning
nearest_k80_tabular,train,nearest_17_source_index,TAIL_GT10,non_price_coord,0.7439706515093186,accept_as_warning
nearest_k80_tabular,train,nearest_18_source_index,TAIL_GT10,non_price_coord,0.7576032065943522,accept_as_warning
nearest_k80_tabular,train,nearest_19_source_index,TAIL_GT10,non_price_coord,0.7688579904436241,accept_as_warning
nearest_k80_tabular,train,nearest_20_source_index,TAIL_GT10,non_price_coord,0.7793428293213162,accept_as_warning
nearest_k80_tabular,train,nearest_21_source_index,TAIL_GT10,non_price_coord,0.791752530627958,accept_as_warning
nearest_k80_tabular,train,nearest_22_source_index,TAIL_GT10,non_price_coord,0.8073778844629634,accept_as_warning
nearest_k80_tabular,train,nearest_23_source_index,TAIL_GT10,non_price_coord,0.8158699245906836,accept_as_warning
nearest_k80_tabular,train,nearest_24_source_index,TAIL_GT10,non_price_coord,0.827215290201318,accept_as_warning
nearest_k80_tabular,train,nearest_25_source_index,TAIL_GT10,non_price_coord,0.8392173735818294,accept_as_warning
nearest_k80_tabular,train,nearest_26_source_index,TAIL_GT10,non_price_coord,0.8511741660816594,accept_as_warning
nearest_k80_tabular,train,nearest_27_source_index,TAIL_GT10,non_price_coord,0.8572884349736181,accept_as_warning
nearest_k80_tabular,train,nearest_28_source_index,TAIL_GT10,non_price_coord,0.8688829004279989,accept_as_warning
nearest_k80_tabular,train,nearest_29_source_index,TAIL_GT10,non_price_coord,0.8750424602006386,accept_as_warning
nearest_k80_tabular,train,nearest_30_source_index,TAIL_GT10,non_price_coord,0.8864104712516135,accept_as_warning
nearest_k80_tabular,train,nearest_30_price_coord_atr,TAIL_GT10,price_coord,0.053103557598677506,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_30_abs_price_coord_atr,TAIL_GT10,price_coord,0.053103557598677506,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_31_source_index,TAIL_GT10,non_price_coord,0.8935437849588985,accept_as_warning
nearest_k80_tabular,train,nearest_31_price_coord_atr,TAIL_GT10,price_coord,0.05914989016961435,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_31_abs_price_coord_atr,TAIL_GT10,price_coord,0.05914989016961435,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_32_source_index,TAIL_GT10,non_price_coord,0.8985484272741684,accept_as_warning
nearest_k80_tabular,train,nearest_32_price_coord_atr,TAIL_GT10,price_coord,0.0657170678683847,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_32_abs_price_coord_atr,TAIL_GT10,price_coord,0.0657170678683847,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_33_source_index,TAIL_GT10,non_price_coord,0.9066554949160986,accept_as_warning
nearest_k80_tabular,train,nearest_33_price_coord_atr,TAIL_GT10,price_coord,0.07205779116374918,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_33_abs_price_coord_atr,TAIL_GT10,price_coord,0.07205779116374918,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_34_source_index,TAIL_GT10,non_price_coord,0.911411037387622,accept_as_warning
nearest_k80_tabular,train,nearest_34_price_coord_atr,TAIL_GT10,price_coord,0.07966665911818656,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_34_abs_price_coord_atr,TAIL_GT10,price_coord,0.07966665911818656,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_35_source_index,TAIL_GT10,non_price_coord,0.9167553613080006,accept_as_warning
nearest_k80_tabular,train,nearest_35_price_coord_atr,TAIL_GT10,price_coord,0.08745669059534862,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_35_abs_price_coord_atr,TAIL_GT10,price_coord,0.08745669059534862,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_36_source_index,TAIL_GT10,non_price_coord,0.923594284290858,accept_as_warning
nearest_k80_tabular,train,nearest_36_price_coord_atr,TAIL_GT10,price_coord,0.09492968590774248,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_36_abs_price_coord_atr,TAIL_GT10,price_coord,0.09492968590774248,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_37_source_index,TAIL_GT10,non_price_coord,0.9286668629271496,accept_as_warning
nearest_k80_tabular,train,nearest_37_price_coord_atr,TAIL_GT10,price_coord,0.10416902556670214,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_37_abs_price_coord_atr,TAIL_GT10,price_coord,0.10416902556670214,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_38_source_index,TAIL_GT10,non_price_coord,0.9374532937792975,accept_as_warning
nearest_k80_tabular,train,nearest_38_price_coord_atr,TAIL_GT10,price_coord,0.11311397450123417,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_38_abs_price_coord_atr,TAIL_GT10,price_coord,0.11311397450123417,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_39_source_index,TAIL_GT10,non_price_coord,0.9389705382821169,accept_as_warning
nearest_k80_tabular,train,nearest_39_price_coord_atr,TAIL_GT10,price_coord,0.1220815688761068,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_39_abs_price_coord_atr,TAIL_GT10,price_coord,0.1220815688761068,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_40_source_index,TAIL_GT10,non_price_coord,0.945990624787699,accept_as_warning
nearest_k80_tabular,train,nearest_40_price_coord_atr,TAIL_GT10,price_coord,0.13263434407482053,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_40_abs_price_coord_atr,TAIL_GT10,price_coord,0.13263434407482053,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_41_source_index,TAIL_GT10,non_price_coord,0.9489118865916347,accept_as_warning
nearest_k80_tabular,train,nearest_41_price_coord_atr,TAIL_GT10,price_coord,0.14397970968545484,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_41_abs_price_coord_atr,TAIL_GT10,price_coord,0.14397970968545484,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_42_source_index,TAIL_GT10,non_price_coord,0.9518331483955705,accept_as_warning
nearest_k80_tabular,train,nearest_42_price_coord_atr,TAIL_GT10,price_coord,0.15568740234153852,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_42_abs_price_coord_atr,TAIL_GT10,price_coord,0.15568740234153852,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_43_source_index,TAIL_GT10,non_price_coord,0.9591476256255803,accept_as_warning
nearest_k80_tabular,train,nearest_43_price_coord_atr,TAIL_GT10,price_coord,0.16768948572204986,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_43_abs_price_coord_atr,TAIL_GT10,price_coord,0.16768948572204986,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_44_source_index,TAIL_GT10,non_price_coord,0.9608913245318055,accept_as_warning
nearest_k80_tabular,train,nearest_44_price_coord_atr,TAIL_GT10,price_coord,0.1805747412758441,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_44_abs_price_coord_atr,TAIL_GT10,price_coord,0.1805747412758441,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_45_source_index,TAIL_GT10,non_price_coord,0.9641975588215312,accept_as_warning
nearest_k80_tabular,train,nearest_45_price_coord_atr,TAIL_GT10,price_coord,0.19330147874725423,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_45_abs_price_coord_atr,TAIL_GT10,price_coord,0.19330147874725423,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_46_source_index,TAIL_GT10,non_price_coord,0.9668697207817206,accept_as_warning
nearest_k80_tabular,train,nearest_46_price_coord_atr,TAIL_GT10,price_coord,0.20639054326411377,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_46_abs_price_coord_atr,TAIL_GT10,price_coord,0.20639054326411377,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_47_source_index,TAIL_GT10,non_price_coord,0.9713082270884758,accept_as_warning
nearest_k80_tabular,train,nearest_47_price_coord_atr,TAIL_GT10,price_coord,0.21918521705654567,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_47_abs_price_coord_atr,TAIL_GT10,price_coord,0.21918521705654567,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_48_source_index,TAIL_GT10,non_price_coord,0.972553726307208,accept_as_warning
nearest_k80_tabular,train,nearest_48_price_coord_atr,TAIL_GT10,price_coord,0.23451618016712336,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_48_abs_price_coord_atr,TAIL_GT10,price_coord,0.23451618016712336,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_49_source_index,TAIL_GT10,non_price_coord,0.9767204873298762,accept_as_warning
nearest_k80_tabular,train,nearest_49_price_coord_atr,TAIL_GT10,price_coord,0.24984714327770102,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_49_abs_price_coord_atr,TAIL_GT10,price_coord,0.24984714327770102,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_50_source_index,TAIL_GT10,non_price_coord,0.9776036595031591,accept_as_warning
nearest_k80_tabular,train,nearest_50_price_coord_atr,TAIL_GT10,price_coord,0.26658212368939516,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_50_abs_price_coord_atr,TAIL_GT10,price_coord,0.26658212368939516,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_51_source_index,TAIL_GT10,non_price_coord,0.9786227043184855,accept_as_warning
nearest_k80_tabular,train,nearest_51_price_coord_atr,TAIL_GT10,price_coord,0.28612513870332207,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_51_abs_price_coord_atr,TAIL_GT10,price_coord,0.28612513870332207,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_52_source_index,TAIL_GT10,non_price_coord,0.9815213206820806,accept_as_warning
nearest_k80_tabular,train,nearest_52_price_coord_atr,TAIL_GT10,price_coord,0.30757037070585835,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_52_abs_price_coord_atr,TAIL_GT10,price_coord,0.30757037070585835,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_53_source_index,TAIL_GT10,non_price_coord,0.9830612106252407,accept_as_warning
nearest_k80_tabular,train,nearest_53_price_coord_atr,TAIL_GT10,price_coord,0.32854004846124235,requires_no_price_coord_comparison
nearest_k80_tabular,train,nearest_53_abs_price_coord_atr,TAIL_GT10,price_coord,0.32854004846124235,requires_no_price_coord_comparison
