profile,model_key,seed,target_family,split,year,horizon,spearman,top10_lift,top_n,rest_n
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2023,3,0.5291491567071142,2.280534378250148,145,1298
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2023,3,0.5178992864458819,1.9467917853493286,124,1112
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2024,3,0.4256939477246498,1.881642743269271,273,2450
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2025,3,0.2094357609588344,1.3640733261539133,269,2418
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2021,3,0.4867465446465749,2.0325088381692815,269,2417
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2022,3,0.4839350564504712,1.9032942335792176,252,2267
time_only_clean,hist_gradient_boosting,43,entry_movement,val_select,2023,3,0.5238236974907687,2.280534378250148,145,1298
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2023,3,0.5096551532416358,1.909374809902117,124,1112
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2024,3,0.4169174701100846,1.8973182967583497,273,2450
time_only_clean,hist_gradient_boosting,43,entry_movement,val_eval,2025,3,0.20529559777891052,1.4182242008111559,269,2418
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2021,3,0.4902125216931266,2.0982464905437777,269,2417
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2022,3,0.48565180152683707,1.9421697102597921,252,2267
time_only_clean,hist_gradient_boosting,44,entry_movement,val_select,2023,3,0.5237638249882972,2.2378185443978222,145,1298
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2023,3,0.5140921493814012,1.948562908054555,124,1112
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2024,3,0.42071122815087353,1.9108363252137137,273,2450
time_only_clean,hist_gradient_boosting,44,entry_movement,val_eval,2025,3,0.20664566022769604,1.4100413407087047,269,2418
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2021,6,0.5010047413975557,1.7910929402141802,269,2417
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2022,6,0.46949281492584755,1.5704415866229438,252,2267
time_only_clean,hist_gradient_boosting,42,entry_movement,val_select,2023,6,0.5392055179338915,1.843791622308858,145,1298
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2023,6,0.4964042092527576,1.5707185203343315,124,1112
time_only_clean,hist_gradient_boosting,42,entry_movement,val_eval,2024,6,0.39518173377654586,1.6301848290029302,273,2450
