stop_policy_id;entry_id;mask_id;exit_id;spread;metric_split;year;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts
S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;0.2;val_eval;2021;1059;464.17269883487864;163.18951717507468;2.8443781614777377;0.2842145247023645;-0.008333333333325636;8.385975843565632;0.4910292728989613;0.0;{'ML_CLOSE': 747, 'TIME': 255, 'SL': 57}
S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;0.2;val_eval;2022;1239;569.072571582444;207.508696743827;2.742403477599658;0.2918191080214826;-0.0025641025641293977;5.261039195881892;0.4947538337368846;0.0;{'ML_CLOSE': 867, 'TIME': 290, 'SL': 82}
