profile,model_key,seed,horizon,target_family,split,top_frac,top_n,rest_n,top_mean,rest_mean,lift,lift_ci_p05,lift_ci_p50,lift_ci_p95
atr_only,hist_gradient_boosting,43,12,entry_movement,val_select,0.1,665.0,5983.0,17.62378947368421,13.307543038609396,1.3243458557715737,1.1535570537432824,1.3071311145430418,1.4616764496769272
atr_only,hist_gradient_boosting,43,12,entry_movement,val_select,0.2,1330.0,5318.0,15.95378947368421,13.185466340729597,1.209952614599859,1.0991466888318175,1.2048966511840045,1.2901372435730947
atr_only,hist_gradient_boosting,43,12,entry_movement,val_eval,0.05,333.0,6313.0,28.899999999999984,23.29900997940758,1.2403960522589905,1.0690807715794854,1.2239402301321962,1.3846668615444093
atr_only,hist_gradient_boosting,43,12,entry_movement,val_eval,0.1,665.0,5981.0,25.923127819548878,23.319088781140284,1.1116698453721165,0.9945333178112072,1.1093765469440844,1.246086007246881
atr_only,hist_gradient_boosting,43,12,entry_movement,val_eval,0.2,1330.0,5316.0,31.993714285714287,21.474550413845,1.4898432641964603,1.4041730267348995,1.632934521130839,1.8528073276652632
atr_only,hist_gradient_boosting,43,12,entry_movement,low_n_disclosure,0.05,59.0,1103.0,52.91966101694914,85.43342701722572,0.6194257079992715,0.6269815581040359,0.9396649993973667,1.9247340248509524
atr_only,hist_gradient_boosting,43,12,entry_movement,low_n_disclosure,0.1,117.0,1045.0,52.47743589743591,87.28753110047847,0.6012019727883935,0.643374100884221,0.9552880806675249,1.4882254256595397
atr_only,hist_gradient_boosting,43,12,entry_movement,low_n_disclosure,0.2,233.0,929.0,55.34321888412016,90.91534983853605,0.6087334975051922,0.6871000650235204,0.9962357759989173,1.4404049368014111
atr_only,hist_gradient_boosting,44,12,entry_movement,val_select,0.05,333.0,6315.0,19.183963963963965,13.452191607284243,1.4260846502941587,1.2686723162748437,1.4199519995013608,1.6099899876687815
atr_only,hist_gradient_boosting,44,12,entry_movement,val_select,0.1,665.0,5983.0,18.034962406015037,13.261841885341802,1.3599138462017801,1.195123944943821,1.3432657052587662,1.4917690152069085
atr_only,hist_gradient_boosting,44,12,entry_movement,val_select,0.2,1330.0,5318.0,15.583774436090227,13.278004889056035,1.1736533136039622,1.0965952235270715,1.1825602849305024,1.2679935726361535
atr_only,hist_gradient_boosting,44,12,entry_movement,val_eval,0.05,333.0,6313.0,26.272552552552547,23.437603358149854,1.1209572988791496,0.9590101736144545,1.1275753726262931,1.315380200539284
