diagnostic_scope;stop_source;n_trades;sl_count;sl_rate;median_stop_distance_atr;p10_stop_distance_atr;p90_stop_distance_atr;mean_r_value;median_r_value
winner_S2_E3_M0_X2;entry_floor;2183;130;0.05955107650022904;2.0;1.999999999999979;2.0000000000000218;9.09473202015577;8.600000000000136
winner_S2_E3_M0_X2;fractal0_buffer;115;9;0.0782608695652174;2.726315789473718;2.134000000000037;4.21319727891151;13.663565217391328;11.959999999999807
baseline_S0_E3_M0_X0;current_entry_or_fractal_anchor;2298;462;0.2010443864229765;0.5000000000000117;0.4999999999999825;1.3383469721767045;3.517032201914719;2.450000000000045
