split,time,target_direction_3,target_is_tie_3,target_up_3,target_dn_3
train,2011.09.07 08:00,1,False,15.620000000000118,7.1099999999999
train,2011.09.07 10:00,-1,False,2.130000000000109,10.720000000000027
train,2011.09.07 11:00,-1,False,2.8899999999998727,12.980000000000018
train,2011.09.07 18:00,1,False,12.170000000000073,8.200000000000045
train,2011.09.07 20:00,-1,False,5.400000000000091,6.2000000000000455
train,2011.09.07 22:00,-1,False,0.4800000000000182,4.870000000000118
train,2011.09.07 23:00,1,False,15.149999999999864,2.4500000000000455
train,2011.09.08 02:00,1,False,29.7800000000002,0.09999999999990905
train,2011.09.08 04:00,-1,False,1.900000000000091,10.929999999999836
train,2011.09.08 05:00,1,False,7.579999999999927,3.599999999999909
train,2011.09.08 07:00,1,False,14.160000000000082,2.4500000000000455
train,2011.09.08 11:00,1,False,22.950000000000045,5.579999999999927
train,2011.09.08 13:00,1,False,26.329999999999927,6.059999999999945
train,2011.09.08 17:00,-1,False,5.899999999999864,6.710000000000036
train,2011.09.08 18:00,-1,False,2.630000000000109,10.879999999999882
train,2011.09.08 19:00,1,False,16.049999999999955,6.490000000000009
train,2011.09.08 21:00,1,False,10.829999999999927,0.049999999999954525
train,2011.09.08 23:00,-1,False,0.6800000000000637,13.009999999999991
train,2011.09.09 03:00,1,False,6.420000000000073,3.7999999999999545
train,2011.09.09 05:00,1,False,10.199999999999818,2.130000000000109
train,2011.09.09 06:00,1,False,14.539999999999964,3.3600000000001273
train,2011.09.09 08:00,1,False,16.00999999999999,0.5599999999999454
train,2011.09.09 12:00,-1,False,1.259999999999991,50.61000000000013
train,2011.09.09 14:00,1,False,32.49000000000001,2.019999999999982
train,2011.09.09 17:00,1,False,20.570000000000164,0.6399999999998727
train,2011.09.09 20:00,-1,False,0.029999999999972715,19.50999999999999
train,2011.09.09 22:00,-1,False,5.75,6.399999999999864
train,2011.09.12 02:00,-1,False,0.849999999999909,16.25
train,2011.09.12 02:00,-1,False,0.849999999999909,16.25
train,2011.09.12 04:00,1,False,7.9500000000000455,4.0499999999999545
train,2011.09.12 06:00,-1,False,10.230000000000018,21.710000000000036
train,2011.09.12 07:00,-1,False,3.099999999999909,28.5
train,2011.09.12 08:00,-1,False,2.5599999999999454,22.460000000000036
train,2011.09.12 10:00,1,False,14.039999999999964,10.970000000000027
train,2011.09.12 13:00,1,False,11.980000000000018,10.669999999999845
train,2011.09.12 14:00,-1,False,8.349999999999909,14.299999999999955
train,2011.09.12 16:00,-1,False,2.1700000000000728,26.449999999999818
