original_rank;rule_id;profile_id;model_id;target_id;filter_id;locked_test_policy;run_group;seed;spread;timezone_shift_hours;provider_drift_status;transfer_status;locked_test_status;stop_policy_id;entry_id;mask_id;exit_id;split;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts;risk_distance_atr;tp_distance_atr;bs_p05;negative_years;pf_without_best_year;effective_profit_years;n_years;filter_id_summary;filter_family;top_fraction;score_cutoff_on_val_select;entry_filter_score_col;selected_fraction;sl_rate;profile_id_summary;model_id_summary;target_id_summary;eligible_for_winner;not_eligible_for_winner;not_eligible_reason;rich_entry_seed;timezone_shift_hours_summary;locked_test;fixed_cutoff_source;run_group_summary;status;cost_component;stress_multiplier;reason;canonical_gate_flag;stress_2x_4x_flag;risk_flag;ohlc_price_convention;spread_definition;entry_price_rule;sl_trigger_rule;tp_rule;timeout_pnl_rule;trade_file_status
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;stress_cost;42;0.2;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1223;535.275421211596;163.8492646454398;3.2668771652402637;0.3037008639134557;0.0051282051282004;5.203145128765343;0.5069501226492232;0.0;{'ML_CLOSE': 873, 'TIME': 311, 'SL': 39};2.0;;2.833848757080637;0;3.0930696564767697;1.9201880438589785;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.5322019147084421;0.0318887980376124;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;1.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
1;rank01_time_only_linear_target_entry_ev_regression_top30;time_only;linear;target_entry_ev_regression;top30;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;120;51.29641388301617;12.57217527166662;4.080154211548477;0.322701988427913;0.0043120155038589;2.799120803647177;0.5;0.0;{'ML_CLOSE': 86, 'TIME': 34};2.0;;2.5660212379622744;0;2.796478007009944;1.9710087533049463;2;top30;rich_entry_quality;0.3;-0.0267181842596606;rich_entry_score;0.0534045393858478;0.0;time_only;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
2;rank02_time_only_linear_target_entry_ev_regression_top40;time_only;linear;target_entry_ev_regression;top40;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;135;56.86537571680979;14.271929386017174;3.984421039283116;0.315507009857723;-0.0041666666666628;2.839688014214424;0.4962962962962963;0.0;{'ML_CLOSE': 98, 'TIME': 37};2.0;;2.6432154217049817;0;3.184700521176888;1.9988314544112464;2;top40;rich_entry_quality;0.4;-0.0390640699904365;rich_entry_score;0.0600801068090787;0.0;time_only;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
3;rank03_time_only_linear_target_entry_ev_regression_top50;time_only;linear;target_entry_ev_regression;top50;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;165;70.786008629048;16.745398959335063;4.227191528905729;0.3275188464831087;0.0144444444444313;3.261612257708848;0.509090909090909;0.0;{'ML_CLOSE': 117, 'TIME': 47, 'SL': 1};2.0;;2.682016227260852;0;3.3495643812470184;1.9981611160989357;2;top50;rich_entry_quality;0.5;-0.0474950606299718;rich_entry_score;0.0734312416555407;0.006060606060606;time_only;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
4;rank04_time_only_linear_target_entry_good_0_5r_top40;time_only;linear;target_entry_good_0_5r;top40;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;240;96.2584497761861;27.18952846544881;3.5402765405993297;0.2877871721280721;-0.0041241496598601;2.965490694546773;0.4958333333333333;0.0;{'ML_CLOSE': 170, 'TIME': 68, 'SL': 2};2.0;;2.598162592123097;0;3.072362951430275;1.9920426824915556;2;top40;rich_entry_quality;0.4;0.2900920417107097;rich_entry_score;0.1068090787716956;0.0083333333333333;time_only;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
5;rank05_time_only_linear_target_entry_avoid_sl_top30;time_only;linear;target_entry_avoid_sl;top30;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;93;43.842436194469904;9.561600692220876;4.5852611509011485;0.3686111344327852;0.0452380952381077;3.0437823538116646;0.5698924731182796;0.0;{'ML_CLOSE': 64, 'TIME': 28, 'SL': 1};2.0;;3.1673559718297497;0;4.305877527720381;1.8552746561250733;2;top30;rich_entry_quality;0.3;0.4288113055848618;rich_entry_score;0.041388518024032;0.010752688172043;time_only;linear;target_entry_avoid_sl;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
6;rank06_time_only_linear_target_entry_good_0_5r_top50;time_only;linear;target_entry_good_0_5r;top50;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;397;161.19264598226215;47.46686975039704;3.3958979564038736;0.286462912422834;-0.0027027027027002;6.089753992641143;0.4987405541561713;0.0;{'ML_CLOSE': 282, 'TIME': 107, 'SL': 8};2.0;;2.7821322339257564;0;2.844301615492057;1.98891977597864;2;top50;rich_entry_quality;0.5;0.2863669071030585;rich_entry_score;0.1766800178015131;0.0201511335012594;time_only;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
7;rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;movement_plus_time;linear;target_entry_good_0_5r;top40;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;923;390.2313494415628;130.80396298917583;2.9833297135948;0.281069757803236;-0.0105263157894941;5.644722213921298;0.485373781148429;0.0;{'ML_CLOSE': 662, 'TIME': 229, 'SL': 32};2.0;;2.567616015905489;0;2.974563446970854;1.7194523133527213;2;top40;rich_entry_quality;0.4;0.2941066606932765;rich_entry_score;0.4107699154428126;0.0346695557963163;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
8;rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;movement_plus_time;linear;target_entry_good_0_5r;top30;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;787;331.5552970277297;109.59965988556154;3.025148959165778;0.2820274931920816;-0.0100000000000161;4.2873931759456525;0.4841168996188056;0.0;{'ML_CLOSE': 563, 'TIME': 199, 'SL': 25};2.0;;2.620309441368305;0;2.876735047761184;1.7109905834354324;2;top30;rich_entry_quality;0.3;0.2982796930676169;rich_entry_score;0.3502447708055184;0.0317662007623888;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
9;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;time_only;hist_gradient_boosting;target_entry_good_0_5r;top50;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;527;252.92486560975132;92.9100861022374;2.72225412999225;0.3036333576992674;-0.0194736842105325;5.1496089818041;0.4838709677419355;0.0;{'ML_CLOSE': 350, 'TIME': 142, 'SL': 35};2.0;;2.081280436105976;0;2.6471502154179345;1.973566237765432;2;top50;rich_entry_quality;0.5;0.2867911301968629;rich_entry_score;0.2345349354695149;0.0664136622390891;time_only;hist_gradient_boosting;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
10;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;movement_plus_time;linear;target_entry_ev_regression;top50;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1132;477.9811380339113;166.90304468235058;2.8638251563571155;0.2748039693918381;-0.0121750805585456;6.0838459680741295;0.4840989399293286;0.0;{'ML_CLOSE': 815, 'TIME': 275, 'SL': 42};2.0;;2.461549783442905;0;2.855984872925996;1.691511316300788;2;top50;rich_entry_quality;0.5;-0.0275664925037564;rich_entry_score;0.5037828215398309;0.0371024734982332;movement_plus_time;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;stress_cost;42;0.4;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1078;457.2865839248559;155.8066870265298;2.9349612179802778;0.2796659525958498;-0.0099019607843173;5.582160079416326;0.4851576994434137;0.0;{'ML_CLOSE': 769, 'TIME': 268, 'SL': 41};2.0;;2.565324156669068;0;2.9287105131273368;1.7335771404819686;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.4797507788161994;0.0380333951762523;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;2.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
1;rank01_time_only_linear_target_entry_ev_regression_top30;time_only;linear;target_entry_ev_regression;top30;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;0;0.0;0.0;;;;0.0;;0.0;{};;;;0;;0.0;0;top30;rich_entry_quality;0.3;-0.0267181842596606;rich_entry_score;0.0;0.0;time_only;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
2;rank02_time_only_linear_target_entry_ev_regression_top40;time_only;linear;target_entry_ev_regression;top40;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;0;0.0;0.0;;;;0.0;;0.0;{};;;;0;;0.0;0;top40;rich_entry_quality;0.4;-0.0390640699904365;rich_entry_score;0.0;0.0;time_only;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
3;rank03_time_only_linear_target_entry_ev_regression_top50;time_only;linear;target_entry_ev_regression;top50;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;45;11.216551224466468;8.496168800850034;1.3201893097209016;0.0604529427470317;-0.0619565217391232;4.006918920938511;0.3777777777777777;0.0;{'ML_CLOSE': 37, 'TIME': 8};2.0;;0.6556839858232006;1;0.4238059432952095;1.5364845030865235;2;top50;rich_entry_quality;0.5;-0.0474950606299718;rich_entry_score;0.0206043956043956;0.0;time_only;linear;target_entry_ev_regression;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
4;rank04_time_only_linear_target_entry_good_0_5r_top40;time_only;linear;target_entry_good_0_5r;top40;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;17;5.8759046385721705;2.223970968728448;2.6420779413014146;0.214819627637866;0.0189999999999827;1.2338292682926997;0.5294117647058824;0.0;{'ML_CLOSE': 14, 'TIME': 3};2.00000000000001;;0.810486920216489;0;1.03023160587658;1.532554609178406;2;top40;rich_entry_quality;0.4;0.2900920417107097;rich_entry_score;0.0077838827838827;0.0;time_only;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
5;rank05_time_only_linear_target_entry_avoid_sl_top30;time_only;linear;target_entry_avoid_sl;top30;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;42;20.47555646693929;3.5094486274776457;5.834408375897994;0.4039549485586107;0.0280117753623295;1.3837721895607178;0.5714285714285714;0.0;{'ML_CLOSE': 29, 'TIME': 13};2.000000000000009;;2.4880915317990344;0;5.825545005192313;1.9859115036773036;2;top30;rich_entry_quality;0.3;0.4288113055848618;rich_entry_score;0.0192307692307692;0.0;time_only;linear;target_entry_avoid_sl;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
6;rank06_time_only_linear_target_entry_good_0_5r_top50;time_only;linear;target_entry_good_0_5r;top50;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;17;5.8759046385721705;2.223970968728448;2.6420779413014146;0.214819627637866;0.0189999999999827;1.2338292682926997;0.5294117647058824;0.0;{'ML_CLOSE': 14, 'TIME': 3};2.00000000000001;;0.810486920216489;0;1.03023160587658;1.532554609178406;2;top50;rich_entry_quality;0.5;0.2863669071030585;rich_entry_score;0.0077838827838827;0.0;time_only;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;True;True;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
7;rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;movement_plus_time;linear;target_entry_good_0_5r;top40;not_opened;stress_cost;42;0.8;0;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;864;331.93557949658384;143.0970498172345;2.319653549255812;0.2185631130548024;-0.0506410256410236;6.969214705979255;0.4293981481481481;0.0;{'ML_CLOSE': 623, 'TIME': 205, 'SL': 36};2.0;;1.9410079499166897;0;1.976643009984248;1.5358223071830088;2;top40;rich_entry_quality;0.4;0.2941066606932765;rich_entry_score;0.3956043956043956;0.0416666666666666;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;0;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;stress_cost;COMPUTED;spread;4.0;producer_level_rich_runner_resimulation;False;False;False;bid_ohlc_with_spread_adjusted_sell_exit_bars;full_bid_ask_spread_in_price_units;"buy_fill_when_low_plus_spread_le_limit_and_sell_fill_when_high_ge_limit; entry_effective_price_equals_limit_price";"protective_stop_checked_on_effective_exit_bars; same_bar_tp_sl_without_execution_ohlc_resolves_sl_first";fixed_r_take_profit_from_entry_effective_price_plus_or_minus_tp_r_times_r_value;time_exit_marks_to_close_price_of_hold_limit_bar_on_effective_exit_bars;HEADER_PRESENT
