time_basis;calendar_field;calendar_value;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts
exit_time;month;2;29;17.320254437322163;7.277719244160592;2.3799014301382098;0.3462943170055715;-0.1026315789473959;3.1190889111877773;0.27586206896551724;0.0;{'ML_CLOSE': 22, 'TIME': 5, 'SL': 2}
exit_time;month;3;53;21.7200766278948;5.428635760303703;4.001019332835047;0.3073856767470018;0.0026881720430082;1.6911123658949503;0.5094339622641509;0.0;{'ML_CLOSE': 38, 'TIME': 13, 'SL': 2}
exit_time;month;4;69;35.21029293199452;7.855122816416367;4.482462433102736;0.39645174080548046;0.1081081081081006;1.7839622641509436;0.5507246376811594;0.0;{'ML_CLOSE': 44, 'TIME': 24, 'SL': 1}
exit_time;month;5;55;29.32735131982965;4.762787291359726;6.15760258137772;0.44662843688127146;0.0426829268292292;1.2216575922564878;0.5818181818181818;0.0;{'ML_CLOSE': 39, 'TIME': 16}
exit_time;month;6;48;21.413304341306993;4.995238811844606;4.286742866133289;0.3420430318637997;0.060465440356729;1.314595959595966;0.5416666666666666;0.0;{'ML_CLOSE': 33, 'TIME': 15}
exit_time;month;7;68;26.842349793414765;9.012194609113392;2.978447643182384;0.26220816447502016;0.0520531400966208;3.390579268292757;0.5588235294117647;0.0;{'ML_CLOSE': 48, 'TIME': 18, 'SL': 2}
exit_time;month;8;66;22.91127078735975;7.775737402400558;2.9465077846232934;0.22932626340847265;0.004183438757906249;1.8927809388335497;0.5;0.0;{'ML_CLOSE': 51, 'TIME': 13, 'SL': 2}
exit_time;month;9;71;33.31471810973648;8.283832491224988;4.021655211525167;0.3525476847677675;0.0888888888889022;1.379668539288212;0.5492957746478874;0.0;{'ML_CLOSE': 46, 'TIME': 22, 'SL': 3}
exit_time;month;10;57;23.054661931497712;6.929183132032069;3.3271832324536423;0.28290313683273044;-0.0209302325581201;2.9743302983102407;0.45614035087719296;0.0;{'ML_CLOSE': 43, 'TIME': 13, 'SL': 1}
exit_time;month;11;74;32.12991763080104;6.150038374097853;5.224344252244469;0.3510794494149079;0.03109756097558125;1.4272357723577578;0.581081081081081;0.0;{'ML_CLOSE': 53, 'TIME': 21}
exit_time;month;12;33;9.589028712318244;3.1947473054610116;3.0014983331943115;0.19376610323809793;0.0161764705882206;1.1630288461538294;0.5454545454545454;0.0;{'ML_CLOSE': 26, 'TIME': 7}
exit_time;quarter;1;119;64.46701516573592;15.110613060081484;4.266340148437914;0.41475968156012116;-0.0129032258064397;3.119088911187788;0.46218487394957986;0.0;{'ML_CLOSE': 86, 'TIME': 29, 'SL': 4}
exit_time;quarter;2;172;85.95094859313116;17.6131489196207;4.879930839475473;0.3973127887994794;0.0587324625060405;1.7839622641509436;0.5581395348837209;0.0;{'ML_CLOSE': 116, 'TIME': 55, 'SL': 1}
exit_time;quarter;3;205;83.06833869051103;25.071764502738937;3.3132226765067263;0.28291011798913207;0.0366666666666585;3.390579268292757;0.5365853658536586;0.0;{'ML_CLOSE': 145, 'TIME': 53, 'SL': 7}
exit_time;quarter;4;164;64.77360827461699;16.273968811590933;3.9801973952710776;0.2957295089208906;0.014199346405215849;3.3286832662641856;0.5304878048780488;0.0;{'ML_CLOSE': 122, 'TIME': 41, 'SL': 1}
