representation,model_key,seed,split_name,pred_entry_up_3,pred_entry_dn_3,pred_entry_log_ratio_3,pred_entry_up_6,pred_entry_dn_6,pred_entry_log_ratio_6,pred_entry_up_12,pred_entry_dn_12,pred_entry_log_ratio_12,pred_entry_up_24,pred_entry_dn_24,pred_entry_log_ratio_24,time
nearest_k60_sequence,transformer_medium,42,val_eval,3.5962820053100586,2.381977081298828,0.3103943169116974,6.2290730476379395,3.350731134414673,0.5200982689857483,8.463713645935059,4.046291351318359,0.6689651608467102,10.221325874328613,4.702718257904053,0.7609169483184814,2023.07.17 10:00
nearest_k60_sequence,transformer_medium,42,val_eval,5.45122766494751,3.347350597381592,0.4412480592727661,7.472236633300781,3.835869312286377,0.5986704230308533,8.322040557861328,4.083921432495117,0.6469883322715759,11.361082077026367,5.5494256019592285,0.7359227538108826,2023.07.17 13:00
nearest_k60_sequence,transformer_medium,42,val_eval,3.88718843460083,2.9066662788391113,0.23294885456562042,5.301041603088379,3.5048270225524902,0.3309648931026459,6.9394731521606445,4.299927711486816,0.42528775334358215,11.319364547729492,6.236956596374512,0.5552330613136292,2023.07.17 15:00
nearest_k60_sequence,transformer_medium,42,val_eval,3.0958995819091797,3.413228988647461,-0.03904290497303009,3.608008861541748,3.6167612075805664,0.0018631821731105447,4.291910171508789,4.101109504699707,0.02900642529129982,8.21103572845459,9.070141792297363,-0.05632854253053665,2023.07.17 16:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,1.5178395509719849,1.4205889701843262,-0.0190585907548666,1.9823331832885742,2.3289945125579834,-0.0763016790151596,4.244883060455322,4.65826940536499,-0.12728573381900787,6.4337663650512695,8.583810806274414,0.22371511161327362,2023.07.17 02:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,1.5691046714782715,1.3056466579437256,0.02183821238577366,2.642723560333252,1.9232927560806274,0.13284404575824738,5.1612443923950195,4.615488052368164,0.027044855058193207,7.457517623901367,6.7398481369018555,0.21007376909255981,2023.07.17 04:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,1.5502111911773682,1.418063998222351,-0.02436579391360283,2.5511975288391113,2.9040346145629883,-0.14319342374801636,5.139331817626953,5.865777015686035,-0.1265188604593277,6.335219383239746,8.838472366333008,0.07413050532341003,2023.07.17 06:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,2.127171039581299,2.3893163204193115,0.008595770224928856,3.255018949508667,3.3816280364990234,0.09734765440225601,5.056906700134277,5.075240612030029,0.025174271315336227,6.9470601081848145,6.4318037033081055,0.318212628364563,2023.07.17 08:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,2.4046430587768555,2.614231586456299,-0.0115726999938488,4.27697229385376,4.518070220947266,-0.050049759447574615,4.100498199462891,5.7909088134765625,-0.020275115966796875,7.3963446617126465,7.781584739685059,-0.19163236021995544,2023.07.17 10:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,3.6395554542541504,3.4847538471221924,0.022452713921666145,4.0405120849609375,3.7473416328430176,0.11940036714076996,4.792935371398926,4.9169230461120605,0.2563836872577667,8.000765800476074,6.322220802307129,0.3739723563194275,2023.07.17 13:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,3.1846742630004883,3.181076765060425,-0.024749038740992546,3.73091459274292,3.6071600914001465,0.08259603381156921,4.286981582641602,4.587792873382568,0.17886094748973846,7.611979961395264,7.333489418029785,0.28421157598495483,2023.07.17 15:00
nearest_k60_sequence,sequence_flat_hist_gradient_boosting,42,val_eval,3.2545058727264404,2.830958843231201,0.11848177015781403,3.2921955585479736,3.3995184898376465,0.05655871704220772,4.451408386230469,4.086605072021484,0.28524988889694214,8.201648712158203,7.122321128845215,0.2301265001296997,2023.07.17 16:00
