left_rule_id;right_rule_id;fill_overlap_ratio;signal_overlap_ratio;fill_jaccard;signal_jaccard;same_direction_ratio;fill_bucket_pnl_corr;shared_fill_bucket_count;left_trade_count_at_shared_fills;right_trade_count_at_shared_fills;mixed_direction_bucket_count;fill_daily_pnl_corr;fill_weekly_pnl_corr;exit_daily_pnl_corr;exit_weekly_pnl_corr;exit_drawdown_overlap_ratio;exit_co_loss_ratio;exit_staggered_gain_ratio;benchmark_system_correlation_parity;redundancy_verdict
rank06_time_only_linear_target_entry_good_0_5r_top50;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;0.7474593495934959;0.7175324675324676;0.5848906560636183;0.5540830945558739;0.9952413324269205;0.9647237159634382;1471.0;1694.0;1691.0;24.0;0.7140009484475203;0.7144345762757374;0.7160769920197171;0.718818122074441;0.6278659611992945;0.5717488789237668;0.3141831238779174;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank06_time_only_linear_target_entry_good_0_5r_top50;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;1.0;1.0;0.1173780487804878;0.10714285714285714;0.987012987012987;0.9298095307924373;231.0;283.0;241.0;3.0;0.28603913350507804;0.2923886452063472;0.2572471420907446;0.35345376885200536;0.17915904936014626;0.163855421686747;0.8277310924369747;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank06_time_only_linear_target_entry_good_0_5r_top50;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;1.0;1.0;0.3236788617886179;0.30890538033395176;0.9968602825745683;0.9498852332951041;637.0;760.0;693.0;8.0;0.6268135519287942;0.672086376841546;0.6162431479506443;0.6791290650680961;0.44778761061946903;0.4219114219114219;0.5875251509054326;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;1.0;1.0;0.7710371819960861;0.7618147448015122;1.0;0.997017952164459;394.0;427.0;418.0;0.0;0.8811125106185229;0.895683386722599;0.8836190158094996;0.8992272788297009;0.7597402597402597;0.8590909090909091;0.20398009950248755;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;strong_duplicate
rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;0.8962818003913894;0.8733459357277883;0.22114920328343796;0.20533333333333334;0.9890829694323144;0.9145103130781622;458.0;496.0;543.0;5.0;0.37469203803675877;0.29520363221303275;0.33597568474198947;0.37548297647521056;0.37570093457943926;0.32387706855791965;0.7055449330783938;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;1.0;1.0;0.4520547945205479;0.43667296786389415;1.0;0.9995404231896468;231.0;245.0;241.0;0.0;0.6638873094627731;0.7137759802627748;0.6549512018393607;0.7298224176375985;0.47266881028938906;0.52;0.49746192893401014;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;1.0;1.0;0.8021978021978022;0.7942942942942943;0.9941291585127201;0.986915973620879;511.0;549.0;562.0;3.0;0.8138743024391512;0.837284336656075;0.8165721896961958;0.8584618380297211;0.7675070028011205;0.7969348659003831;0.20408163265306123;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;strong_duplicate
rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;0.8654822335025381;0.8337468982630273;0.16465475615644617;0.14933333333333335;0.9912023460410557;0.8986062181276762;341.0;365.0;408.0;3.0;0.32281273860307913;0.21700918801750096;0.29077623403911257;0.3250039928012182;0.3371647509578544;0.27951807228915665;0.7591522157996147;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;1.0;1.0;0.5862944162436549;0.5732009925558312;1.0;0.9998824314193354;231.0;242.0;241.0;0.0;0.7672528386846564;0.7914078188795819;0.7586760870784593;0.8115123941257244;0.5613382899628253;0.6051282051282051;0.39634146341463417;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;strong_duplicate
rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;1.0;1.0;0.6185243328100472;0.6051051051051051;0.9949238578680203;0.9809495373740192;394.0;418.0;439.0;2.0;0.7234767112206674;0.7452024765293077;0.7289651559409102;0.7807582621846594;0.6070460704607046;0.685823754789272;0.3654618473895582;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;1.0;1.0;0.11446977205153618;0.10581768208886853;0.987012987012987;0.9278491118729191;231.0;281.0;241.0;3.0;0.28096034791760716;0.14185441736536566;0.24004447148721322;0.24651319471934752;0.19921875;0.16876574307304787;0.8489065606361829;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;0.9167974882260597;0.8993993993993994;0.28198937711250605;0.26622222222222225;0.9965753424657534;0.8845272330004934;584.0;688.0;640.0;8.0;0.561757644375734;0.531697195893674;0.5354739691457571;0.5634423199477341;0.4309090909090909;0.3873239436619718;0.6202290076335878;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
rank10_movement_plus_time_linear_target_entry_ev_regression_top50;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;1.0;1.0;0.3626373626373626;0.34684684684684686;0.9913419913419913;0.9752990738106073;231.0;241.0;254.0;2.0;0.5478599925590739;0.6012355594876913;0.551072142066687;0.6364678141457342;0.4022038567493113;0.42911877394636017;0.5925925925925926;MATCHED_ON_SYNTHETIC_SINGLE_TRADE_BUCKET_CASE;partial_overlap
