cutoff;cutoff_offset;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts
-0.026718184259660646;0.0;660;298.25991072399506;74.06949529403207;4.026757702884287;0.33968244762115607;0.026524390243891603;3.390579268292761;0.5272727272727272;0.0;{'ML_CLOSE': 469, 'TIME': 178, 'SL': 13}
-0.021718184259660645;0.005;536;222.72034971520188;60.090895656253714;3.70639091467799;0.30341316055773915;0.02815482502648535;3.3242043161824313;0.5298507462686567;0.0;{'ML_CLOSE': 383, 'TIME': 142, 'SL': 11}
-0.016718184259660644;0.01;420;173.3607632510854;46.378807540923766;3.7379305860357706;0.3023379897860991;0.0363565891472665;4.9299702531769185;0.5428571428571428;0.0;{'ML_CLOSE': 301, 'TIME': 110, 'SL': 9}
-0.006718184259660646;0.02;139;57.32559672785632;13.0908224260731;4.379067629370669;0.31823578634376415;0.0202127659574282;2.432741728361563;0.5251798561151079;0.0;{'ML_CLOSE': 102, 'TIME': 37}
