profile,model_key,horizon,target_family,deterministic,n_seeds,val_select_spearman_median,val_select_spearman_mean,val_select_spearman_std,val_select_spearman_min,val_select_spearman_max,val_eval_spearman_median,val_eval_spearman_mean,val_eval_spearman_std,val_eval_spearman_min,val_eval_spearman_max,val_eval_positive_seed_count,val_select_top10_lift_median,val_eval_top10_lift_median,val_eval_top10_lift_pass_seed_count,val_eval_top10_lift_ci_p05,post_entry_diagnostic_only,selection_eligible,yearly_check_pass,selected_by,best_simple_profile,best_simple_model_key,best_simple_val_select_spearman_median,best_simple_val_eval_spearman_median,beats_best_simple_val_select,beats_best_simple_val_eval
atr_only,ridge_regression,3,entry_movement,True,1,0.2585593410157584,0.2585593410157584,0.0,0.2585593410157584,0.2585593410157584,0.6243944098432692,0.6243944098432692,0.0,0.6243944098432692,0.6243944098432692,1,1.4163045645841161,2.595167060913469,1,2.334048173253374,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False
atr_only,ridge_regression,6,entry_movement,True,1,0.2371963012327018,0.2371963012327018,0.0,0.2371963012327018,0.2371963012327018,0.6335465899171084,0.6335465899171084,0.0,0.6335465899171084,0.6335465899171084,1,1.372454116724661,2.594564939129685,1,2.3147925951341466,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False
atr_only,ridge_regression,12,entry_movement,True,1,0.22205068383507934,0.22205068383507934,0.0,0.22205068383507934,0.22205068383507934,0.6546397819716088,0.6546397819716088,0.0,0.6546397819716088,0.6546397819716088,1,1.3536418097346257,2.5119299658844647,1,2.2227662107160446,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.48375982739406176,0.7025664162120246,False,False
atr_only,ridge_regression,24,entry_movement,True,1,0.21136658598280242,0.21136658598280242,0.0,0.21136658598280242,0.21136658598280242,0.6592741285686962,0.6592741285686962,0.0,0.6592741285686962,0.6592741285686962,1,1.3565177632666225,2.4806366903217345,1,2.1460072529305014,False,True,True,val_select_seed_median,time_plus_atr,extra_trees_small,0.28161999835981316,0.6572473998260409,False,False
atr_only,hist_gradient_boosting,3,entry_movement,False,3,0.24966137716886552,0.24975965098024555,0.0005803670640287213,0.24910309986208112,0.25051447590979004,0.5546772842093768,0.5556157924415865,0.02101727535988658,0.5303570812853754,0.5818130118300074,3,1.3909651497467594,1.2440592891579967,3,1.045886212523371,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False
atr_only,hist_gradient_boosting,6,entry_movement,False,3,0.21319878691107078,0.21259824150893195,0.0011811214858301632,0.210948124053303,0.21364781356242207,0.5556964150486589,0.5536523626313468,0.01476108342579345,0.5346386504777517,0.5706220223676295,3,1.3873031583483684,1.2175396694863583,3,1.0418655458654826,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False
atr_only,hist_gradient_boosting,12,entry_movement,False,3,0.19415760772225155,0.1946603999016494,0.0017040472077628187,0.1928707018368129,0.19695289014588374,0.5602196137211106,0.5492766036508633,0.03153753765252825,0.5063603083275192,0.58124988890396,3,1.3498350730666657,1.1656236677573644,3,0.9945333178112072,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.48375982739406176,0.7025664162120246,False,False
atr_only,hist_gradient_boosting,24,entry_movement,False,3,0.17638122953811658,0.1769819144260695,0.003191964145264274,0.17340768129251266,0.18115683244757932,0.5375103256465031,0.5112663925789587,0.05054218299222127,0.4405665624577933,0.5557222896325796,3,1.3419706441176384,1.1437519758835981,3,0.9997886867218109,False,True,True,val_select_seed_median,time_plus_atr,extra_trees_small,0.28161999835981316,0.6572473998260409,False,False
atr_only,extra_trees_small,3,entry_movement,False,3,0.25685972614705094,0.2568235674121387,0.0009109963381747583,0.25569018947404387,0.2579207866153214,0.5950265039776688,0.5959744847305372,0.0013728836237178906,0.5949810918797427,0.5979158583342002,3,1.4126953451951556,1.6200625529074404,3,1.3769808180700107,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5711422441674514,0.6934523802253563,False,False
atr_only,extra_trees_small,6,entry_movement,False,3,0.2318990657401059,0.23089935605410852,0.0023073296883916157,0.22770950291293338,0.2330894995092863,0.5924124913249383,0.59379835703248,0.005198509303938427,0.5882385880178423,0.600743991754659,3,1.391294425717257,1.374568627284225,3,1.2144151717633207,False,True,True,val_select_seed_median,simple_combined,extra_trees_small,0.5661300059368961,0.6968995138008435,False,False
