entry_id;mask_id;exit_id;split;spread;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts;bs_p05;negative_years;pf_without_best_year;effective_profit_years;n_years;metric_split
E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_55;val_select;0.2;2294;2025.0830152242715;915.7247845200266;2.211453757130436;0.4835912078048146;-0.0999999999999586;18.547544454388344;0.4498692240627724;0.0;{'ML_CLOSE': 1271, 'SL': 770, 'TIME': 253};2.006294042924341;0;1.809562463426883;3.0;3;
E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_55;val_eval;0.2;2298;1788.5687351807492;920.1338032230176;1.943813746344068;0.3779090217396569;-0.1431502179004327;28.88537818041287;0.4273281114012184;0.0;{'ML_CLOSE': 1341, 'SL': 754, 'TIME': 203};1.7601441464181098;0;1.938942831108843;1.9863777053685452;2;
E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_55;val_eval;0.4;2247;1519.7427340050822;965.3574707795595;1.5742797668285895;0.2467224135405084;-0.2247474747474639;31.226412068855183;0.3800623052959501;0.0;{'ML_CLOSE': 1276, 'SL': 787, 'TIME': 184};1.4025462198808076;0;1.5224312840660597;2.0;2;val_eval_stress
