filled;fill_index;fill_time;entry_effective_price;entry_bid_equivalent;position_id;split;split_row_id;signal_time;time;side;calculation_open;limit_price;planned_entry_price;planned_entry_bid_equivalent;planned_protective_stop_price;planned_r_value;atr;ATR;fractal0_price;protective_stop_price;r_value;stop_policy_id;stop_family;entry_floor_atr;fractal0_buffer_atr;stop_source;stop_distance_atr;risk_distance_atr;movement_score;movement_score_available;side_buy;entry_to_fractal0_atr;r_value_atr;entry_quality_score;entry_avoid_sl_score
True;86847.0;2019-06-21 20:00:00;1395.36;1395.1599999999999;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:10;val_select;10;2019-06-21 18:00:00;2019-06-21 18:00:00;BUY;1398.36;1395.36;1395.36;1395.1599999999999;1387.6;7.759999999999991;3.0;3.0;1389.1;1387.6;7.759999999999991;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;2.519999999999982;2.519999999999982;7.280508813810246;True;1;2.019999999999982;2.586666666666664;0.3607573971765752;0.4517212686235985
True;86851.0;2019-06-24 01:00:00;1401.17;1401.17;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:11;val_select;11;2019-06-21 21:00:00;2019-06-21 21:00:00;SELL;1398.17;1401.17;1401.17;1401.17;1407.17;6.0;3.0;3.0;1398.5;1407.17;6.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.066228407192905;True;0;0.8900000000000242;2.0;0.34481596588987967;0.40210864130944884
True;86852.0;2019-06-24 02:00:00;1402.87;1402.87;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:12;val_select;12;2019-06-21 23:00:00;2019-06-21 23:00:00;SELL;1399.87;1402.87;1402.87;1402.87;1408.87;6.0;3.0;3.0;1400.6;1408.87;6.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;7.264109619851728;True;0;0.7566666666666606;2.0;0.3450769293944276;0.4021498010685757
True;86854.0;2019-06-24 04:00:00;1410.21;1410.21;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:13;val_select;13;2019-06-24 02:00:00;2019-06-24 02:00:00;SELL;1406.91;1410.21;1410.21;1410.21;1416.81;6.599999999999909;3.3;3.3;1410.2;1416.81;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;7.006960700460339;True;0;0.0030303030303002743;1.9999999999999725;0.34767547827930434;0.4055366353427281
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:14;val_select;14;2019-06-24 05:00:00;2019-06-24 05:00:00;SELL;1406.27;1409.57;1409.57;1409.57;1416.1699999999998;6.599999999999909;3.3;3.3;1411.1;1416.1699999999998;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;5.502648974612209;True;0;-0.4636363636363554;1.9999999999999725;0.3467806981431928;0.4050309568361356
True;86857.0;2019-06-24 07:00:00;1402.97;1402.77;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:15;val_select;15;2019-06-24 05:00:00;2019-06-24 05:00:00;BUY;1406.27;1402.97;1402.97;1402.77;1396.17;6.7999999999999545;3.3;3.3;1403.3;1396.17;6.7999999999999545;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;6.298019396363149;True;1;-0.16060606060605234;2.060606060606047;0.36583141715991174;0.41884865211519545
True;86859.0;2019-06-24 09:00:00;1405.61;1405.61;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:16;val_select;16;2019-06-24 07:00:00;2019-06-24 07:00:00;SELL;1402.31;1405.61;1405.61;1405.61;1412.2099999999998;6.599999999999909;3.3;3.3;1406.7;1412.2099999999998;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;6.661498475558104;True;0;-0.3303030303030744;1.9999999999999725;0.34720100982558344;0.4051854762411212
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:17;val_select;17;2019-06-24 08:00:00;2019-06-24 08:00:00;BUY;1403.83;1400.53;1400.53;1400.33;1393.73;6.7999999999999545;3.3;3.3;1400.8;1393.73;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;6.564344217735783;True;1;-0.1424242424242507;2.060606060606047;0.36597067694168645;0.4188490627046473
True;86862.0;2019-06-24 12:00:00;1405.72;1405.72;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:18;val_select;18;2019-06-24 10:00:00;2019-06-24 10:00:00;SELL;1402.42;1405.72;1405.72;1405.72;1412.32;6.599999999999909;3.3;3.3;1406.4;1412.32;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;7.0184218044008135;True;0;-0.20606060606062537;1.9999999999999725;0.34757402129818793;0.4054068392168798
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:19;val_select;19;2019-06-24 11:00:00;2019-06-24 11:00:00;BUY;1405.45;1402.15;1402.15;1401.95;1395.3500000000001;6.7999999999999545;3.3;3.3;1400.8;1395.3500000000001;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;8.478336418290391;True;1;0.34848484848487604;2.060606060606047;0.36456270635476223;0.41729666568674795
True;86868.0;2019-06-24 18:00:00;1410.56;1410.56;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:20;val_select;20;2019-06-24 13:00:00;2019-06-24 13:00:00;SELL;1407.26;1410.56;1410.56;1410.56;1417.1599999999999;6.599999999999909;3.3;3.3;1408.7;1417.1599999999999;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;8.747876193675447;True;0;0.5636363636363334;1.9999999999999725;0.3478083993791431;0.40567512755906854
True;86867.0;2019-06-24 17:00:00;1409.09;1409.09;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:21;val_select;21;2019-06-24 15:00:00;2019-06-24 15:00:00;SELL;1405.79;1409.09;1409.09;1409.09;1415.6899999999998;6.599999999999909;3.3;3.3;1410.6;1415.6899999999998;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;8.17350004166372;True;0;-0.45757575757575486;1.9999999999999725;0.3467806981431928;0.4050309568361356
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:22;val_select;22;2019-06-24 17:00:00;2019-06-24 17:00:00;BUY;1408.45;1405.15;1405.15;1404.95;1398.3500000000001;6.7999999999999545;3.3;3.3;1404.4;1398.3500000000001;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;7.141046452548813;True;1;0.1666666666666529;2.060606060606047;0.36522023837751205;0.417547257716127
True;86871.0;2019-06-24 21:00:00;1418.26;1418.26;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:23;val_select;23;2019-06-24 19:00:00;2019-06-24 19:00:00;SELL;1414.96;1418.26;1418.26;1418.26;1424.86;6.599999999999909;3.3;3.3;1417.2;1424.86;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;6.474585054822843;True;0;0.3212121212121047;1.9999999999999725;0.3476943161059067;0.4055334013878676
True;86874.0;2019-06-25 01:00:00;1422.23;1422.23;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:24;val_select;24;2019-06-24 22:00:00;2019-06-24 22:00:00;SELL;1418.93;1422.23;1422.23;1422.23;1428.83;6.599999999999909;3.3;3.3;1420.2;1428.83;6.599999999999909;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;1.9999999999999725;1.9999999999999725;6.198114946758298;True;0;0.6151515151515069;1.9999999999999725;0.3478083993791431;0.40567512755906854
True;86881.0;2019-06-25 08:00:00;1421.73;1421.53;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:25;val_select;25;2019-06-25 02:00:00;2019-06-25 02:00:00;BUY;1425.23;1421.73;1421.73;1421.53;1414.53;7.2000000000000455;3.5;3.5;1417.2;1414.53;7.2000000000000455;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.263855304592432;True;1;1.2371428571428364;2.0571428571428703;0.3598648261894099;0.41268611251842835
True;86879.0;2019-06-25 06:00:00;1429.0;1429.0;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:26;val_select;26;2019-06-25 04:00:00;2019-06-25 04:00:00;SELL;1425.5;1429.0;1429.0;1429.0;1436.0;7.0;3.5;3.5;1428.8;1436.0;7.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.632181844167724;True;0;0.05714285714287014;2.0;0.3493657583264092;0.40695979298563456
True;86881.0;2019-06-25 08:00:00;1422.24;1422.04;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:27;val_select;27;2019-06-25 05:00:00;2019-06-25 05:00:00;BUY;1425.74;1422.24;1422.24;1422.04;1415.04;7.2000000000000455;3.5;3.5;1422.9;1415.04;7.2000000000000455;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.444449379073935;True;1;-0.2457142857143221;2.0571428571428703;0.3641604080465649;0.4180752913567199
True;86883.0;2019-06-25 10:00:00;1426.72;1426.72;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:28;val_select;28;2019-06-25 08:00:00;2019-06-25 08:00:00;SELL;1423.22;1426.72;1426.72;1426.72;1440.95;14.230000000000018;3.5;3.5;1439.2;1440.95;14.230000000000018;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;4.065714285714291;4.065714285714291;9.74956049973568;True;0;-3.5657142857142907;4.065714285714291;0.37854174129440454;0.5335386951484491
True;86888.0;2019-06-25 15:00:00;1426.37;1426.1699999999998;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:29;val_select;29;2019-06-25 09:00:00;2019-06-25 09:00:00;BUY;1429.87;1426.37;1426.37;1426.1699999999998;1418.55;7.819999999999936;3.5;3.5;1420.3;1418.55;7.819999999999936;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;2.177142857142826;2.177142857142826;8.852093240942951;True;1;1.677142857142826;2.2342857142856962;0.36108157394111345;0.42878281609828633
True;86889.0;2019-06-25 16:00:00;1432.1;1432.1;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:30;val_select;30;2019-06-25 12:00:00;2019-06-25 12:00:00;SELL;1428.6;1432.1;1432.1;1432.1;1439.1;7.0;3.5;3.5;1435.5;1439.1;7.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;5.864084497979952;True;0;-0.9714285714285974;2.0;0.3468315270824755;0.4049173277116347
True;86888.0;2019-06-25 15:00:00;1425.1;1424.8999999999999;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:31;val_select;31;2019-06-25 12:00:00;2019-06-25 12:00:00;BUY;1428.6;1425.1;1425.1;1424.8999999999999;1417.8999999999999;7.2000000000000455;3.5;3.5;1427.9;1417.8999999999999;7.2000000000000455;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;4.845853393211204;True;1;-0.8571428571429222;2.0571428571428703;0.3655077497839008;0.4189443482242229
True;86889.0;2019-06-25 16:00:00;1430.88;1430.88;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:32;val_select;32;2019-06-25 14:00:00;2019-06-25 14:00:00;SELL;1427.38;1430.88;1430.88;1430.88;1437.88;7.0;3.5;3.5;1431.2;1437.88;7.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;4.956223331382152;True;0;-0.09142857142855323;2.0;0.3494899096807162;0.40687731214452394
True;86891.0;2019-06-25 18:00:00;1428.23;1428.03;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:33;val_select;33;2019-06-25 16:00:00;2019-06-25 16:00:00;BUY;1431.73;1428.23;1428.23;1428.03;1421.03;7.2000000000000455;3.5;3.5;1424.0;1421.03;7.2000000000000455;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;5.265638427327026;True;1;1.1514285714285637;2.0571428571428703;0.3606987727984916;0.4133209859856942
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:34;val_select;34;2019-06-25 18:00:00;2019-06-25 18:00:00;SELL;1429.66;1433.16;1433.16;1433.16;1440.16;7.0;3.5;3.5;1436.3;1440.16;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.678723762359282;True;0;-0.8971428571428207;2.0;0.34694648927496874;0.40504000048485317
True;86897.0;2019-06-26 01:00:00;1420.84;1420.6399999999999;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:35;val_select;35;2019-06-25 21:00:00;2019-06-25 21:00:00;BUY;1424.34;1420.84;1420.84;1420.6399999999999;1410.05;10.789999999999964;3.5;3.5;1411.8;1410.05;10.789999999999964;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;3.0257142857142623;3.0257142857142623;6.310386939238398;True;1;2.5257142857142623;3.0828571428571325;0.36228219571516296;0.4823117498443448
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:36;val_select;36;2019-06-25 22:00:00;2019-06-25 22:00:00;SELL;1422.11;1425.61;1425.61;1425.61;1432.61;7.0;3.5;3.5;1425.7;1432.61;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;9.666819799666367;True;0;-0.02571428571432729;2.0;0.34944663607330306;0.40687731214452394
True;86900.0;2019-06-26 04:00:00;1414.4;1414.2;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:37;val_select;37;2019-06-26 02:00:00;2019-06-26 02:00:00;BUY;1418.4;1414.4;1414.4;1414.2;1406.2;8.200000000000045;4.0;4.0;1415.2;1406.2;8.200000000000045;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;9.816654014303888;True;1;-0.25;2.0500000000000114;0.3636636075466496;0.41815358367626637
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:38;val_select;38;2019-06-26 03:00:00;2019-06-26 03:00:00;SELL;1414.77;1418.77;1418.77;1418.77;1426.77;8.0;4.0;4.0;1422.0;1426.77;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;7.492351495342064;True;0;-0.8075000000000045;2.0;0.3483207297904882;0.4074549874243418
True;86905.0;2019-06-26 09:00:00;1404.75;1404.55;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:39;val_select;39;2019-06-26 07:00:00;2019-06-26 07:00:00;BUY;1408.75;1404.75;1404.75;1404.55;1396.55;8.200000000000045;4.0;4.0;1403.4;1396.55;8.200000000000045;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;7.492351495342064;True;1;0.2874999999999659;2.0500000000000114;0.3627211912763052;0.41628061585933457
True;86909.0;2019-06-26 13:00:00;1405.27;1405.07;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:40;val_select;40;2019-06-26 10:00:00;2019-06-26 10:00:00;BUY;1409.27;1405.27;1405.27;1405.07;1397.07;8.200000000000045;4.0;4.0;1403.8;1397.07;8.200000000000045;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;5.35950460510039;True;1;0.31749999999999545;2.0500000000000114;0.36192138067760476;0.41628061585933457
True;86911.0;2019-06-26 15:00:00;1411.06;1411.06;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:41;val_select;41;2019-06-26 12:00:00;2019-06-26 12:00:00;SELL;1407.06;1411.06;1411.06;1411.06;1419.06;8.0;4.0;4.0;1413.2;1419.06;8.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;4.841208887396633;True;0;-0.535000000000025;2.0;0.34895160529792263;0.4090135535631873
True;86913.0;2019-06-26 17:00:00;1405.39;1405.19;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:42;val_select;42;2019-06-26 15:00:00;2019-06-26 15:00:00;BUY;1409.39;1405.39;1405.39;1405.19;1397.19;8.200000000000045;4.0;4.0;1401.8;1397.19;8.200000000000045;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;5.0834545304989165;True;1;0.847500000000025;2.0500000000000114;0.3604799399483265;0.41453625703292657
True;86914.0;2019-06-26 18:00:00;1409.89;1409.89;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:43;val_select;43;2019-06-26 16:00:00;2019-06-26 16:00:00;SELL;1405.89;1409.89;1409.89;1409.89;1417.89;8.0;4.0;4.0;1412.0;1417.89;8.0;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;4.644942627368798;True;0;-0.527499999999975;2.0;0.34895160529792263;0.4090135535631873
True;86917.0;2019-06-26 21:00:00;1409.92;1409.72;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:44;val_select;44;2019-06-26 18:00:00;2019-06-26 18:00:00;BUY;1413.92;1409.92;1409.92;1409.72;1401.4;8.519999999999982;4.0;4.0;1403.4;1401.4;8.519999999999982;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;fractal0_buffer;2.079999999999984;2.079999999999984;5.922562463703605;True;1;1.579999999999984;2.1299999999999955;0.3588905463699033;0.42033555569064296
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:45;val_select;45;2019-06-26 19:00:00;2019-06-26 19:00:00;SELL;1412.92;1416.92;1416.92;1416.92;1424.92;8.0;4.0;4.0;1415.2;1424.92;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.02487251994775;True;0;0.4300000000000068;2.0;0.3500682092287068;0.4102421269157253
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:46;val_select;46;2019-06-26 22:00:00;2019-06-26 22:00:00;BUY;1409.28;1405.28;1405.28;1405.08;1397.08;8.200000000000045;4.0;4.0;1408.0;1397.08;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0;2.0;6.5759433655234;True;1;-0.7300000000000182;2.0500000000000114;0.3637946176670949;0.4181970841848451
True;86924.0;2019-06-27 05:00:00;1406.47;1406.27;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:47;val_select;47;2019-06-27 02:00:00;2019-06-27 02:00:00;BUY;1410.67;1406.47;1406.47;1406.27;1397.87;8.600000000000136;4.2;4.2;1406.5;1397.87;8.600000000000136;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0000000000000218;2.0000000000000218;7.562728568577872;True;1;-0.05476190476190909;2.04761904761908;0.3618529654239437;0.41593953202860995
False;;;;;S2_fractal0_buffer_0_5_entry_floor_2:E3_open_pullback_1_0atr:48;val_select;48;2019-06-27 04:00:00;2019-06-27 04:00:00;SELL;1408.09;1412.29;1412.29;1412.29;1420.69;8.400000000000091;4.2;4.2;1412.1;1420.69;;S2_fractal0_buffer_0_5_entry_floor_2;fractal0_buffer_entry_floor;2.0;0.5;entry_floor;2.0000000000000218;2.0000000000000218;9.097729685648437;True;0;0.04523809523810823;2.0000000000000218;0.35182533470506483;0.41086481617594117
