filter_id;split;year;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts
entry_quality_top10;val_eval;2021;10;3.6115649013058095;1.5677853779616513;2.3036092516702564;0.2043779523344158;-0.013636470681744842;1.0102048466114506;0.5;0.0;{'TIME': 5, 'ML_CLOSE': 4, 'SL': 1}
entry_quality_top10;val_eval;2022;43;14.520212990785037;7.7098786011314635;1.883325761919795;0.15837986952682725;-0.03684210526314832;2.582476097316589;0.4186046511627907;0.0;{'ML_CLOSE': 31, 'TIME': 8, 'SL': 4}
