entry_id;mask_id;exit_id;split;spread;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts;bs_p05;negative_years;pf_without_best_year;effective_profit_years;n_years
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_50_activation_1;val_eval;0.2;2690;1764.6145742649446;2074.57400290656;0.8505912885212338;-0.1152265533983701;-1.0;346.0599591546426;0.2096654275092936;0.3550185873605948;{'SL': 2056, 'GIVEBACK': 531, 'TIME': 103};0.7459566534304836;2;0.8207485311793868;0.0;2
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_50_activation_2;val_select;0.2;2639;1750.350396998653;2136.3380125475446;0.8193227788478058;-0.1462628327203076;-1.0;427.2444970883254;0.1864342553997726;0.3937097385373247;{'SL': 2134, 'GIVEBACK': 368, 'TIME': 137};0.7256225896842134;3;0.8003855795416561;0.0;3
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_50_activation_2;val_eval;0.2;2690;1925.140157254524;2194.5169565539363;0.8772500715955202;-0.1001400740890008;-1.0;358.4237906660952;0.1762081784386617;0.3736059479553903;{'SL': 2188, 'GIVEBACK': 376, 'TIME': 126};0.7672225419392601;2;0.7858029824272733;0.0;2
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_50_activation_3;val_select;0.2;2639;1876.495914796626;2229.2602278423333;0.8417572302058507;-0.1336734797444892;-1.0;403.069954498613;0.1538461538461538;0.4134141720348617;{'SL': 2229, 'GIVEBACK': 238, 'TIME': 172};0.7450890015509265;2;0.8162084754007941;1.0;3
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_50_activation_3;val_eval;0.2;2690;2039.077888593;2295.9345548251763;0.8881254408178308;-0.0954857495286902;-1.0;429.8445329950746;0.1423791821561338;0.3973977695167286;{'SL': 2293, 'GIVEBACK': 247, 'TIME': 150};0.7914255552238658;1;0.7338942104150488;1.0;2
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_70_activation_1;val_select;0.2;2639;1763.4217711245076;2065.448459057718;0.8537718592740878;-0.1144473997473324;-1.0;380.184752322357;0.1909814323607427;0.389920424403183;{'SL': 2039, 'GIVEBACK': 413, 'TIME': 187};0.7452943111733306;2;0.8150592538685947;1.0;3
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_70_activation_1;val_eval;0.2;2690;1716.4514730927667;2142.4623876889946;0.801158276082619;-0.1583683697383747;-1.0;476.8666359239653;0.1773234200743494;0.3743494423791821;{'SL': 2114, 'GIVEBACK': 415, 'TIME': 161};0.704178860202516;2;0.7347770073765179;0.0;2
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_70_activation_2;val_select;0.2;2639;1879.7097369448063;2183.3593860170954;0.8609254843627877;-0.1150623907056798;-1.0;384.5830145229888;0.1644562334217506;0.4092459264873058;{'SL': 2175, 'GIVEBACK': 250, 'TIME': 214};0.7626124185345566;2;0.8251299767345348;1.0;3
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_70_activation_2;val_eval;0.2;2690;1885.898703252528;2239.504884465031;0.8421051975972931;-0.1314521119749082;-1.0;463.1586667621472;0.1535315985130111;0.3881040892193308;{'SL': 2227, 'GIVEBACK': 278, 'TIME': 185};0.7303930740784909;2;0.7222638371135289;0.0;2
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_70_activation_3;val_select;0.2;2639;1933.6829101395324;2264.864322032046;0.8537742818980979;-0.1254950405049311;-1.0;396.4137959500488;0.1383099658961727;0.4259189086775293;{'SL': 2262, 'TIME': 232, 'GIVEBACK': 145};0.7314946695728022;2;0.8214795823169566;1.0;3
E1_simple_limit_at_fractal0;M0_no_mask;X8_giveback_70_activation_3;val_eval;0.2;2690;2013.1512061756816;2321.735931262858;0.8670887929449719;-0.1147155111848238;-1.0;463.9219036453518;0.1312267657992565;0.4063197026022305;{'SL': 2317, 'TIME': 208, 'GIVEBACK': 165};0.758862439439311;1;0.7106899925512441;1.0;2
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X0_fixed_r_0_7;val_select;0.2;137;44.79999999999956;73.0;0.6136986301369802;-0.2058394160583974;-1.0;31.10000000000044;0.4671532846715328;0.2627737226277372;{'SL': 73, 'TP': 64};0.4547339357429664;2;0.4529411764705772;1.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X0_fixed_r_0_7;val_eval;0.2;11;4.900000000000077;4.0;1.2250000000000192;0.0818181818181888;0.7;2.0;0.6363636363636364;0.2727272727272727;{'TP': 7, 'SL': 4};0.4000000000000017;0;1.2250000000000192;1.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X1_ml_opposite_strong_p0_55;val_select;0.2;137;90.71879543194584;88.22088377476099;1.0283142896591506;0.0182329318042689;-1.0;21.71948295713517;0.2554744525547445;0.3357664233576642;{'SL': 83, 'ML_CLOSE': 40, 'TIME': 14};0.5674466595224417;2;0.8425013845244256;1.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X1_ml_opposite_strong_p0_55;val_eval;0.2;11;5.982170542635505;6.327444444444462;0.9454323297753946;-0.031388536528087;-0.5950000000000273;5.111940568475466;0.2727272727272727;0.2727272727272727;{'SL': 5, 'ML_CLOSE': 5, 'TIME': 1};0.0078715800419347;1;0.9454323297753946;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X1_ml_opposite_strong_p0_65;val_select;0.2;137;81.91937465804601;114.26365237345836;0.7169329262318818;-0.2360896183606742;-1.0;36.874817610062905;0.1240875912408759;0.3868613138686131;{'SL': 111, 'TIME': 14, 'ML_CLOSE': 12};0.3526286367173148;3;0.6108760447147816;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X1_ml_opposite_strong_p0_65;val_eval;0.2;11;4.7666666666665085;9.595000000000027;0.496786520757321;-0.4389393939394108;-1.0;9.595000000000027;0.0909090909090909;0.4545454545454545;{'SL': 9, 'TIME': 1, 'ML_CLOSE': 1};0.0;1;0.496786520757321;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X1_ml_opposite_strong_p0_75;val_select;0.2;137;81.67146575535449;122.41875;0.6671483392483136;-0.297425432442668;-1.0;40.139876837238006;0.1021897810218978;0.3941605839416058;{'SL': 122, 'TIME': 14, 'ML_CLOSE': 1};0.359105566049618;3;0.5596539783666394;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X1_ml_opposite_strong_p0_75;val_eval;0.2;11;4.7666666666665085;9.595000000000027;0.496786520757321;-0.4389393939394108;-1.0;9.595000000000027;0.0909090909090909;0.4545454545454545;{'SL': 9, 'TIME': 1, 'ML_CLOSE': 1};0.0;1;0.496786520757321;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X2_ml_opposite_any_p0_50;val_select;0.2;137;70.124900885556;72.25729107777254;0.9704889269939364;-0.0155648919139893;-0.6097560975609891;21.14824208328696;0.2992700729927007;0.2627737226277372;{'SL': 66, 'ML_CLOSE': 63, 'TIME': 8};0.5570312042730833;1;0.774502380225673;2.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X2_ml_opposite_any_p0_50;val_eval;0.2;11;5.3498914728681255;4.978574879227035;1.0745829082917682;0.0337560539673718;-0.2444444444444242;4.395350073025418;0.3636363636363636;0.2727272727272727;{'ML_CLOSE': 6, 'SL': 4, 'TIME': 1};0.0310944328618454;0;1.0745829082917682;1.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X2_ml_opposite_any_p0_55;val_select;0.2;137;97.36039192677362;73.02743085811763;1.3332030277216191;0.177612854515737;-0.6747663551402222;18.715206644149845;0.3065693430656934;0.2700729927007299;{'SL': 67, 'ML_CLOSE': 59, 'TIME': 11};0.8056696752249527;0;1.0908162583352286;3.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X2_ml_opposite_any_p0_55;val_eval;0.2;11;5.3498914728681255;4.978574879227035;1.0745829082917682;0.0337560539673718;-0.2444444444444242;4.395350073025418;0.3636363636363636;0.2727272727272727;{'ML_CLOSE': 6, 'SL': 4, 'TIME': 1};0.0368315779784011;0;1.0745829082917682;1.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X2_ml_opposite_any_p0_60;val_select;0.2;137;93.85395940354935;75.16425133076422;1.248651556316847;0.1364212268086507;-1.0;18.43137453423073;0.2992700729927007;0.2846715328467153;{'SL': 69, 'ML_CLOSE': 56, 'TIME': 12};0.6943161024489184;0;1.0412362706375968;3.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X2_ml_opposite_any_p0_60;val_eval;0.2;11;6.06617054263552;4.978574879227035;1.2184552185699662;0.098872333037135;-0.2444444444444242;3.679071003258024;0.3636363636363636;0.2727272727272727;{'ML_CLOSE': 6, 'SL': 4, 'TIME': 1};0.032037584668759;0;1.2184552185699662;1.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X3_ml_hold_close_p0_50;val_select;0.2;137;83.99237672843933;114.7441531125567;0.7319970076910861;-0.2244655210519517;-1.0;36.8748176100629;0.1313868613138686;0.3795620437956204;{'SL': 113, 'TIME': 14, 'ML_CLOSE': 10};0.4156797087115152;3;0.6251218475813526;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X3_ml_hold_close_p0_50;val_eval;0.2;11;4.7666666666665085;9.595000000000027;0.496786520757321;-0.4389393939394108;-1.0;9.595000000000027;0.0909090909090909;0.4545454545454545;{'SL': 9, 'TIME': 1, 'ML_CLOSE': 1};0.0;1;0.496786520757321;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X3_ml_hold_close_p0_60;val_select;0.2;137;81.67146575535449;123.0;0.6639956565475975;-0.301668133172595;-1.0;40.721126837238;0.1021897810218978;0.3941605839416058;{'SL': 123, 'TIME': 14};0.3641301811477213;3;0.5596539783666394;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X3_ml_hold_close_p0_60;val_eval;0.2;11;4.7666666666665085;10.0;0.4766666666666508;-0.4757575757575901;-1.0;10.0;0.0909090909090909;0.4545454545454545;{'SL': 10, 'TIME': 1};0.0;1;0.4766666666666508;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X3_ml_hold_close_p0_70;val_select;0.2;137;81.67146575535449;123.0;0.6639956565475975;-0.301668133172595;-1.0;40.721126837238;0.1021897810218978;0.3941605839416058;{'SL': 123, 'TIME': 14};0.3605774598451005;3;0.5596539783666394;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X3_ml_hold_close_p0_70;val_eval;0.2;11;4.7666666666665085;10.0;0.4766666666666508;-0.4757575757575901;-1.0;10.0;0.0909090909090909;0.4545454545454545;{'SL': 10, 'TIME': 1};0.0;1;0.4766666666666508;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X4_ml_movement_exhaustion_p0_55;val_select;0.2;137;81.72653821912262;118.62278383151096;0.6889615601603575;-0.2693156614042944;-1.0;37.87081761006291;0.1094890510948905;0.3941605839416058;{'SL': 116, 'TIME': 14, 'ML_CLOSE': 7};0.3105017410734195;3;0.5796233607605306;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X4_ml_movement_exhaustion_p0_55;val_eval;0.2;11;4.7666666666665085;9.595000000000027;0.496786520757321;-0.4389393939394108;-1.0;9.595000000000027;0.0909090909090909;0.4545454545454545;{'SL': 9, 'TIME': 1, 'ML_CLOSE': 1};0.0;1;0.496786520757321;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X4_ml_movement_exhaustion_p0_65;val_select;0.2;137;81.67146575535449;122.41875;0.6671483392483136;-0.297425432442668;-1.0;40.139876837238006;0.1021897810218978;0.3941605839416058;{'SL': 122, 'TIME': 14, 'ML_CLOSE': 1};0.3016895482881232;3;0.5596539783666394;0.0;3
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X4_ml_movement_exhaustion_p0_65;val_eval;0.2;11;4.7666666666665085;9.595000000000027;0.496786520757321;-0.4389393939394108;-1.0;9.595000000000027;0.0909090909090909;0.4545454545454545;{'SL': 9, 'TIME': 1, 'ML_CLOSE': 1};0.0;1;0.496786520757321;0.0;1
E1_simple_limit_at_fractal0;M1_frozen_movement_top5;X4_ml_movement_exhaustion_p0_75;val_select;0.2;137;81.67146575535449;123.0;0.6639956565475975;-0.301668133172595;-1.0;40.721126837238;0.1021897810218978;0.3941605839416058;{'SL': 123, 'TIME': 14};0.3636830336468958;3;0.5596539783666394;0.0;3
