time ; fractal1 ; fractal2 ; fractal3 ; fractal4 ; fractal5 ; fractal6 ; fractal7 ; fractal8 ; fractal9 ; fractal10 ; fractal11 ; fractal12 ; fractal13 ; fractal14 ; fractal15 ; fractal16 ; fractal17 ; fractal18 ; fractal19 ; fractal20 ; fractal21 ; fractal22 ; fractal23 ; fractal24 ; fractal25 ; fractal26 ; fractal27 ; fractal28 ; fractal29 ; fractal30 ; fractal31 ; fractal32 ; fractal33 ; fractal34 ; fractal35 ; fractal36 ; fractal37 ; fractal38 ; fractal39 ; fractal40 ; fractal41 ; fractal42 ; fractal43 ; fractal44 ; fractal45 ; fractal46 ; fractal47 ; fractal48 ; fractal49 ; fractal50 ; fractal51 ; fractal52 ; fractal53 ; fractal54 ; fractal55 ; fractal56 ; fractal57 ; fractal58 ; fractal59 ; fractal60 ; fractal61 ; fractal62 ; fractal63 ; fractal64 ; fractal65 ; fractal66 ; fractal67 ; fractal68 ; fractal69 ; fractal70 ; fractal71 ; fractal72 ; fractal73 ; fractal74 ; fractal75 ; fractal76 ; fractal77 ; fractal78 ; fractal79 ; fractal80 ; fractal81 ; fractal82 ; fractal83 ; fractal84 ; fractal85 ; fractal86 ; fractal87 ; fractal88 ; fractal89 ; fractal90 ; fractal91 ; fractal92 ; fractal93 ; fractal94 ; fractal95 ; fractal96 ; fractal97 ; fractal98 ; fractal99
2024.04.23 05:00;1:2334.3:1:6.2:36.0:0:0:1:61.8:5:240:9.6:4.2:1713844800;3:2333.8:1:9.4:3.7:0:0:1:73.1:6:120:7.8:1.4:1713837600;5:2325.4:-1:6.2:8.5:0:2:0:148.5:5:1380:7.8:1.5:1713826800;6:2331.6:1:7.2:6.2:0:5:0:46.4:5:1320:8.1:1.6:1713823200;7:2324.4:-1:93.4:9.4:0:2:1:141.3:5:1260:8.2:2.1:1713819600;9:2328.9:-1:88.9:5.8:0:8:1:10.7:2:1140:8.5:2.2:1713812400;11:2343.7:1:12.6:19.3:0:0:0:52.3:5:1020:8.8:2.7:1713805200;12:2331.1:-1:86.7:12.6:0:9:1:33.7:5:960:9.0:3.5:1713801600;16:2363.6:1:12.1:39.2:0:0:0:85.8:7:720:7.8:1.7:1713787200;19:2351.5:-1:66.3:12.1:0:2:1:47.0:5:540:8.4:3.4:1713776400;21:2372.9:1:11.1:48.4:0:0:0:124.2:7:420:8.2:2.8:1713769200;22:2361.8:-1:56.1:11.1:0:5:1:82.9:6:360:8.6:3.2:1713765600;27:2381.8:-1:20.2:5.9:0:2:1:28.4:5:60:10.0:1.5:1713747600;29:2386.6:-1:15.3:4.6:0:4:0:32.4:6:1320:9.9:1.6:1713564000;29:2398.2:1:5.9:73.7:0:0:0:42.5:2:1320:9.9:1.7:1713564000;31:2401.9:1:29.1:77.5:0:0:1:17.1:3:1200:9.8:2.2:1713556800;35:2373.0:-1:11.3:28.9:0:2:0:101.2:8:960:10.4:2.9:1713542400;37:2372.9:-1:44.9:29.1:0:2:1:83.8:7:840:9.8:2.2:1713535200;40:2378.0:-1:15.8:8.0:0:6:1:112.0:11:660:9.5:2.5:1713524400;41:2393.8:1:15.3:20.9:0:7:0:110.8:7:600:9.5:3.3:1713520800;42:2378.5:-1:12.8:15.3:0:6:1:89.8:11:540:9.3:2.3:1713517200;44:2379.2:-1:38.6:14.6:0:7:0:87.8:11:420:8.7:3.3:1713510000;47:2417.8:1:93.9:93.4:1:0:1:0.0:1:240:8.0:8.3:1713499200;48:2373.7:-1:15.6:44.1:0:2:1:68.3:7:180:7.4:7.0:1713495600;49:2381.4:1:4.5:7.8:0:14:0:11.3:4:120:6.0:1.7:1713492000;51:2376.9:-1:12.4:4.5:0:8:0:3.7:4:1380:6.5:1.8:1713481200;52:2385.1:1:5.6:11.5:0:14:0:17.7:5:1320:6.7:2.1:1713477600;54:2389.3:1:19.7:15.6:0:11:0:22.2:4:1200:6.9:2.5:1713470400;57:2369.6:-1:23.2:48.3:0:5:1:0.0:1:1020:7.9:4.9:1713459600;58:2392.7:1:37.1:23.2:0:9:1:57.8:5:960:8.1:4.3:1713456000;61:2377.2:-1:3.7:8.1:0:11:0:24.1:6:780:7.4:1.6:1713445200;64:2374.9:-1:5.9:17.8:0:8:0:5.5:4:600:7.6:1.5:1713434400;64:2380.9:1:25.2:6.0:0:23:1:22.0:6:600:7.6:1.1:1713434400;70:2364.0:-1:6.0:53.8:0:5:0:76.6:7:240:7.9:2.1:1713412800;72:2363.5:-1:9.7:54.3:0:6:0:70.1:7:120:7.6:1.4:1713405600;74:2355.7:-1:42.5:62.1:1:5:1:18.5:4:1380:7.9:3.9:1713394800;76:2379.0:1:18.0:23.4:0:24:0:58.5:9:1260:7.9:2.8:1713387600;78:2361.0:-1:37.1:18.0:0:9:1:76.4:6:1140:8.5:5.6:1713380400;80:2395.5:1:17.2:39.8:0:10:1:28.6:4:1020:8.6:3.0:1713373200;82:2378.3:-1:15.9:17.2:0:19:1:42.5:10:900:8.7:3.3:1713366000;84:2385.0:-1:9.3:5.3:0:24:0:12.4:5:780:8.4:1.7:1713358800;85:2394.3:1:21.6:38.6:0:9:1:19.7:6:720:8.4:2.5:1713355200;88:2372.6:-1:25.5:22.9:0:13:1:45.3:7:540:9.0:2.2:1713344400;92:2386.1:1:7.4:13.5:0:23:0:14.0:6:300:8.8:1.2:1713330000;94:2380.8:-1:9.5:5.3:0:30:0:34.3:8:180:9.2:1.2:1713322800;97:2378.7:-1:18.9:8.2:0:26:1:34.3:10:1380:9.5:2.6:1713308400;100:2379.7:-1:18.5:16.6:0:32:0:17.7:11:1200:10.4:3.4:1713297600;101:2398.1:1:74.2:42.5:1:8:1:0.0:2:1140:10.5:3.7:1713294000;103:2363.5:-1:15.7:34.6:0:8:0:37.5:7:1020:10.8:4.2:1713286800;107:2375.2:1:12.3:5.5:0:20:0:39.4:3:780:10.0:1.3:1713272400;110:2363.0:-1:29.1:35.2:0:9:1:52.1:10:600:10.3:3.3:1713261600;112:2389.0:1:4.9:26.0:0:23:0:26.4:6:480:10.3:2.4:1713254400;113:2384.1:-1:5.2:4.9:0:40:0:12.6:4:420:9.7:1.1:1713250800;114:2389.3:1:10.1:26.3:0:25:1:21.1:6:360:9.7:1.5:1713247200;116:2379.2:-1:12.9:10.1:0:35:0:7.6:10:240:10.3:1.7:1713240000;117:2387.6:1:6.5:24.6:0:27:0:7.5:6:180:10.5:1.4:1713236400;119:2392.1:1:68.1:29.1:0:20:1:14.2:5:60:11.4:2.0:1713229200;121:2387.5:1:63.5:7.5:0:34:1:0.0:6:1320:11.4:2.8:1713218400;126:2323.9:-1:107.5:93.9:1:2:1:47.5:5:1020:15.2:4.3:1713200400;127:2361.0:1:10.2:37.1:0:11:0:59.9:7:960:15.3:3.1:1713196800;129:2361.2:1:16.6:37.3:0:10:0:49.6:7:840:14.0:1.6:1713189600;132:2344.6:-1:28.7:16.6:0:6:1:56.6:6:660:13.8:1.5:1713178800;135:2352.0:-1:12.6:9.4:0:12:0:50.9:7:480:13.8:1.2:1713168000;135:2362.4:1:9.0:38.5:0:10:0:50.5:12:480:13.8:1.2:1713168000;138:2364.6:1:16.3:40.6:0:14:0:17.6:8:300:13.8:1.9:1713157200;139:2348.3:-1:25.0:16.3:0:10:0:46.9:5:240:14.0:2.4:1713153600;140:2365.8:1:18.1:41.9:0:16:0:0.0:2:180:13.8:2.1:1713150000;142:2373.3:1:39.4:49.3:0:22:0:5.9:8:60:13.1:3.8:1713142800;144:2333.8:-1:97.6:39.4:0:11:1:41.6:7:1320:12.5:2.7:1712959200;148:2431.4:1:263.9:107.5:1:0:1:0.0:1:1080:11.3:9.0:1712944800;152:2390.4:-1:10.1:7.1:0:27:1:0.0:5:840:8.0:2.1:1712930400;153:2400.3:1:7.0:9.9:0:9:0:7.2:3:780:8.1:2.1:1712926800;154:2393.3:-1:7.2:7.0:0:24:0:0.0:5:720:8.0:1.8:1712923200;155:2400.5:1:233.0:10.1:0:9:1:0.0:3:660:8.3:1.8:1712919600;159:2382.7:-1:12.6:48.7:0:49:0:0.0:3:420:8.1:2.0:1712905200;161:2395.3:1:227.8:12.6:0:20:1:0.0:4:300:8.0:3.6:1712898000;165:2371.8:-1:5.9:59.6:0:24:0:0.0:6:60:7.4:1.5:1712883600;165:2379.4:1:211.8:7.6:0:39:1:0.0:10:60:7.4:1.7:1712883600;172:2332.3:-1:15.0:99.1:0:9:0:26.6:8:1020:8.5:3.3:1712854800;173:2347.4:1:21.5:15.0:0:13:1:20.9:3:960:9.0:3.4:1712851200;174:2331.7:-1:8.0:99.8:0:9:0:22.6:7:900:9.4:2.5:1712847600;178:2325.8:-1:20.9:105.6:0:2:1:21.1:5:660:8.8:2.7:1712833200;180:2333.9:-1:12.9:6.8:0:16:0:11.9:6:540:8.5:2.1:1712826000;183:2346.8:1:21.1:20.9:0:13:1:15.1:5:360:8.2:1.5:1712815200;186:2333.3:-1:11.9:13.5:0:17:0:0.0:7:180:8.3:1.5:1712804400;187:2337.2:1:11.5:3.9:0:18:0:0.0:1:120:8.2:0.9:1712800800;192:2325.7:-1:26.6:105.7:0:2:1:0.0:5:1200:8.5:3.5:1712779200;192:2345.2:1:15.1:19.5:0:15:0:20.5:6:1200:8.5:3.3:1712779200;194:2330.0:-1:22.2:10.7:0:17:0:0.0:5:1080:8.1:4.1:1712772000;195:2352.2:1:32.8:26.6:0:20:1:5.8:4:1020:8.6:6.4:1712768400;196:2319.4:-1:45.9:112.0:1:2:1:0.0:1:960:8.4:7.6:1712764800;197:2350.7:1:5.8:31.3:0:17:0:5.1:6:900:8.1:4.6:1712761200;200:2344.9:-1:15.1:5.2:0:22:0:15.3:5:720:7.1:2.3:1712750400;204:2360.0:1:192.5:40.6:1:20:1:0.0:5:480:7.3:2.1:1712736000;207:2354.2:1:9.5:3.6:0:25:0:14.9:5:300:7.2:1.8:1712725200;208:2344.7:-1:20.6:15.3:0:22:1:0.0:5:240:7.5:2.7:1712721600;209:2355.5:1:5.1:10.8:0:28:1:4.1:4:180:7.5:2.0:1712718000;211:2350.4:-1:14.9:5.1:0:22:0:0.0:5:60:7.2:1.2:1712710800;212:2354.5:1:187.0:9.8:0:25:1:0.0:5:1380:7.1:1.9:1712703600
2024.04.23 05:00;1:2334.3:1:6.2:38.9:0:0:1:61.8:5:240:9.6:4.2:1713844800;3:2333.8:1:9.4:38.4:0:0:1:73.1:6:120:7.8:1.4:1713837600;5:2325.4:-1:6.2:8.5:0:2:0:148.5:5:1380:7.8:1.5:1713826800;6:2331.6:1:7.2:6.2:0:5:0:46.4:5:1320:8.1:1.6:1713823200;7:2324.4:-1:93.4:9.4:0:2:1:141.3:5:1260:8.2:2.1:1713819600;9:2328.9:-1:88.9:5.8:0:8:1:10.7:2:1140:8.5:2.2:1713812400;11:2343.7:1:12.6:48.3:0:0:0:52.3:5:1020:8.8:2.7:1713805200;12:2331.1:-1:86.7:12.6:0:9:1:33.7:5:960:9.0:3.5:1713801600;16:2363.6:1:12.1:68.2:0:0:0:85.8:7:720:7.8:1.7:1713787200;19:2351.5:-1:66.3:12.1:0:2:1:47.0:5:540:8.4:3.4:1713776400;21:2372.9:1:11.1:77.4:0:0:0:124.2:7:420:8.2:2.8:1713769200;22:2361.8:-1:56.1:11.1:0:5:1:82.9:6:360:8.6:3.2:1713765600;27:2381.8:-1:20.2:5.9:0:2:1:28.4:5:60:10.0:1.5:1713747600;29:2386.6:-1:15.3:4.6:0:4:0:32.4:6:1320:9.9:1.6:1713564000;29:2398.2:1:5.9:102.7:0:0:0:42.5:2:1320:9.9:1.7:1713564000;31:2401.9:1:29.1:106.5:0:0:1:17.1:3:1200:9.8:2.2:1713556800;35:2373.0:-1:11.3:28.9:0:2:0:101.2:8:960:10.4:2.9:1713542400;37:2372.9:-1:44.9:29.1:0:2:1:83.8:7:840:9.8:2.2:1713535200;40:2378.0:-1:15.8:8.0:0:6:1:112.0:11:660:9.5:2.5:1713524400;41:2393.8:1:15.3:20.9:0:7:0:110.8:7:600:9.5:3.3:1713520800;42:2378.5:-1:12.8:15.3:0:6:1:89.8:11:540:9.3:2.3:1713517200;44:2379.2:-1:38.6:14.6:0:7:0:87.8:11:420:8.7:3.3:1713510000;47:2417.8:1:93.9:122.4:1:0:1:0.0:1:240:8.0:8.3:1713499200;48:2373.7:-1:15.6:44.1:0:2:1:68.3:7:180:7.4:7.0:1713495600;49:2381.4:1:4.5:7.8:0:14:0:11.3:4:120:6.0:1.7:1713492000;51:2376.9:-1:12.4:4.5:0:8:0:3.7:4:1380:6.5:1.8:1713481200;52:2385.1:1:5.6:11.5:0:14:0:17.7:5:1320:6.7:2.1:1713477600;54:2389.3:1:19.7:15.6:0:11:0:22.2:4:1200:6.9:2.5:1713470400;57:2369.6:-1:23.2:48.3:0:5:1:0.0:1:1020:7.9:4.9:1713459600;58:2392.7:1:37.1:23.2:0:9:1:57.8:5:960:8.1:4.3:1713456000;61:2377.2:-1:3.7:8.1:0:11:0:24.1:6:780:7.4:1.6:1713445200;64:2374.9:-1:5.9:17.8:0:8:0:5.5:4:600:7.6:1.5:1713434400;64:2380.9:1:25.2:6.0:0:23:1:22.0:6:600:7.6:1.1:1713434400;70:2364.0:-1:6.0:53.8:0:5:0:76.6:7:240:7.9:2.1:1713412800;72:2363.5:-1:9.7:54.3:0:6:0:70.1:7:120:7.6:1.4:1713405600;74:2355.7:-1:42.5:62.1:1:5:1:18.5:4:1380:7.9:3.9:1713394800;76:2379.0:1:18.0:23.4:0:24:0:58.5:9:1260:7.9:2.8:1713387600;78:2361.0:-1:37.1:18.0:0:9:1:76.4:6:1140:8.5:5.6:1713380400;80:2395.5:1:17.2:39.8:0:10:1:28.6:4:1020:8.6:3.0:1713373200;82:2378.3:-1:15.9:17.2:0:19:1:42.5:10:900:8.7:3.3:1713366000;84:2385.0:-1:9.3:5.3:0:24:0:12.4:5:780:8.4:1.7:1713358800;85:2394.3:1:21.6:38.6:0:9:1:19.7:6:720:8.4:2.5:1713355200;88:2372.6:-1:25.5:22.9:0:13:1:45.3:7:540:9.0:2.2:1713344400;92:2386.1:1:7.4:13.5:0:23:0:14.0:6:300:8.8:1.2:1713330000;94:2380.8:-1:9.5:5.3:0:30:0:34.3:8:180:9.2:1.2:1713322800;97:2378.7:-1:18.9:8.2:0:26:1:34.3:10:1380:9.5:2.6:1713308400;100:2379.7:-1:18.5:16.6:0:32:0:17.7:11:1200:10.4:3.4:1713297600;101:2398.1:1:74.2:42.5:1:8:1:0.0:2:1140:10.5:3.7:1713294000;103:2363.5:-1:15.7:34.6:0:8:0:37.5:7:1020:10.8:4.2:1713286800;107:2375.2:1:12.3:5.5:0:20:0:39.4:3:780:10.0:1.3:1713272400;110:2363.0:-1:29.1:35.2:0:9:1:52.1:10:600:10.3:3.3:1713261600;112:2389.0:1:4.9:26.0:0:23:0:26.4:6:480:10.3:2.4:1713254400;113:2384.1:-1:5.2:4.9:0:40:0:12.6:4:420:9.7:1.1:1713250800;114:2389.3:1:10.1:26.3:0:25:1:21.1:6:360:9.7:1.5:1713247200;116:2379.2:-1:12.9:10.1:0:35:0:7.6:10:240:10.3:1.7:1713240000;117:2387.6:1:6.5:24.6:0:27:0:7.5:6:180:10.5:1.4:1713236400;119:2392.1:1:68.1:29.1:0:20:1:14.2:5:60:11.4:2.0:1713229200;121:2387.5:1:63.5:7.5:0:34:1:0.0:6:1320:11.4:2.8:1713218400;126:2323.9:-1:107.5:93.9:1:2:1:47.5:5:1020:15.2:4.3:1713200400;127:2361.0:1:10.2:37.1:0:11:0:59.9:7:960:15.3:3.1:1713196800;129:2361.2:1:16.6:37.3:0:10:0:49.6:7:840:14.0:1.6:1713189600;132:2344.6:-1:28.7:16.6:0:6:1:56.6:6:660:13.8:1.5:1713178800;135:2352.0:-1:12.6:9.4:0:12:0:50.9:7:480:13.8:1.2:1713168000;135:2362.4:1:9.0:38.5:0:10:0:50.5:12:480:13.8:1.2:1713168000;138:2364.6:1:16.3:40.6:0:14:0:17.6:8:300:13.8:1.9:1713157200;139:2348.3:-1:25.0:16.3:0:10:0:46.9:5:240:14.0:2.4:1713153600;140:2365.8:1:18.1:41.9:0:16:0:0.0:2:180:13.8:2.1:1713150000;142:2373.3:1:39.4:49.3:0:22:0:5.9:8:60:13.1:3.8:1713142800;144:2333.8:-1:97.6:39.4:0:11:1:41.6:7:1320:12.5:2.7:1712959200;148:2431.4:1:263.9:136.0:1:0:1:0.0:1:1080:11.3:9.0:1712944800;152:2390.4:-1:10.1:7.1:0:27:1:0.0:5:840:8.0:2.1:1712930400;153:2400.3:1:7.0:9.9:0:9:0:7.2:3:780:8.1:2.1:1712926800;154:2393.3:-1:7.2:7.0:0:24:0:0.0:5:720:8.0:1.8:1712923200;155:2400.5:1:233.0:10.1:0:9:1:0.0:3:660:8.3:1.8:1712919600;159:2382.7:-1:12.6:48.7:0:49:0:0.0:3:420:8.1:2.0:1712905200;161:2395.3:1:227.8:12.6:0:20:1:0.0:4:300:8.0:3.6:1712898000;165:2371.8:-1:5.9:59.6:0:24:0:0.0:6:60:7.4:1.5:1712883600;165:2379.4:1:211.8:7.6:0:39:1:0.0:10:60:7.4:1.7:1712883600;172:2332.3:-1:15.0:99.1:0:9:0:26.6:8:1020:8.5:3.3:1712854800;173:2347.4:1:21.5:15.0:0:13:1:20.9:3:960:9.0:3.4:1712851200;174:2331.7:-1:8.0:99.8:0:9:0:22.6:7:900:9.4:2.5:1712847600;178:2325.8:-1:20.9:105.6:0:2:1:21.1:5:660:8.8:2.7:1712833200;180:2333.9:-1:12.9:6.8:0:16:0:11.9:6:540:8.5:2.1:1712826000;183:2346.8:1:21.1:20.9:0:13:1:15.1:5:360:8.2:1.5:1712815200;186:2333.3:-1:11.9:13.5:0:17:0:0.0:7:180:8.3:1.5:1712804400;187:2337.2:1:11.5:3.9:0:18:0:0.0:1:120:8.2:0.9:1712800800;192:2325.7:-1:26.6:105.7:0:2:1:0.0:5:1200:8.5:3.5:1712779200;192:2345.2:1:15.1:19.5:0:15:0:20.5:6:1200:8.5:3.3:1712779200;194:2330.0:-1:22.2:10.7:0:17:0:0.0:5:1080:8.1:4.1:1712772000;195:2352.2:1:32.8:26.6:0:20:1:5.8:4:1020:8.6:6.4:1712768400;196:2319.4:-1:45.9:112.0:1:2:1:0.0:1:960:8.4:7.6:1712764800;197:2350.7:1:5.8:31.3:0:17:0:5.1:6:900:8.1:4.6:1712761200;200:2344.9:-1:15.1:5.2:0:22:0:15.3:5:720:7.1:2.3:1712750400;204:2360.0:1:192.5:40.6:1:20:1:0.0:5:480:7.3:2.1:1712736000;207:2354.2:1:9.5:3.6:0:25:0:14.9:5:300:7.2:1.8:1712725200;208:2344.7:-1:20.6:15.3:0:22:1:0.0:5:240:7.5:2.7:1712721600;209:2355.5:1:5.1:10.8:0:28:1:4.1:4:180:7.5:2.0:1712718000;1:2295.4:-1:136.0:18.8:0:0:1:0.0:1:240:9.6:6.0:1713844800;212:2354.5:1:187.0:9.8:0:25:1:0.0:5:1380:7.1:1.9:1712703600
