INFO;SymPer;Pip/Y;Trd/Y;RF=MaxPrf/Y/DD;PF;DD/LastDD;iDD;MO/Spred;SD;MO/SD;iRF=MaxPrf/iDD;W/L*W%;=;Risk;Magic;PicPer;FltLen;PicCnt;PicPwr;PicImp;Rev;Days;MidTyp;iGlb;iFlt;iLoc;A;a;Ak;PicVal;Target;iSignal;iParam;D;Stp;Prf;oImp;oFlt;oGlb;oLoc;Trl;Wknd;tk;T0;T1;tp;ML_ExitMode;ML_TrailATR;ML_TakeProfitATR;ML_MaxPositions;ML_HoldBars;ML_AllowReversal;ML_UseScoreFilter;ML_ScoreThreshold;ML_BackStopATR;Reserved01;Reserved02;Reserved03;Reserved04;Reserved05;Reserved06;Reserved07;Reserved08;Reserved09;Reserved10;Reserved11;Reserved12;Reserved13;Reserved14;Reserved15;Reserved16;Reserved17;Reserved18;Reserved19;Reserved20;Reserved21;Reserved22;Reserved23;Reserved24;Reserved25;Reserved26;Reserved27;Reserved28;Reserved29;Reserved30;Reserved31;Reserved32;Reserved33;Reserved34;Reserved35;Reserved36;Reserved37;Reserved38;Reserved39;Reserved40
SoSimple260.330 2022.10.04-2026.03.10, Sprd=0, StpLev=0, OPT-telemetry_frequency_v1;XAUUSD60;0;0;0;0;0_0;0;0;0;0;0;0;0;1;899542240;1;10;2;9;1;0;0;1;0;0;0;15;5;1;20;0;3;1;0;3;3;0;0;0;0;0;0;0;7;8;1;0;8;5;10;24;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
